OID,Cid,Milestone,Comment,SkillSlotType,SkillLevelGroupCid
1020321,1020321,Dev,2T 천 장갑_마법 피해 증가 향상,ArmorPassiveSkill4,1020321
1020331,1020331,Dev,2T 천 신발_치유력 향상,ArmorPassiveSkill4,1020331
1030301,1030301,Dev,3T 천 투구_마나 소모량 감소,ArmorPassiveSkill4,1030301
1030311,1030311,Dev,3T 천 갑옷_마법 피해 감소 향상,ArmorPassiveSkill4,1030311
1030321,1030321,Dev,3T 천 장갑_마법 피해 증가 향상,ArmorPassiveSkill4,1030321
1030331,1030331,Dev,3T 천 신발_치유력 향상,ArmorPassiveSkill4,1030331
1110301,1110301,Dev,1T 가죽 투구_치명타 확률,ArmorPassiveSkill4,1110301
1110311,1110311,Dev,1T 가죽 갑옷_물리 피해 감소 & 마법 피해 감소,ArmorPassiveSkill4,1110311
1110321,1110321,Dev,1T 가죽 장갑_물리 피해 증가 & 마법 피해 증가,ArmorPassiveSkill4,1110321
1110331,1110331,Dev,1T 가죽 신발_이동 속도,ArmorPassiveSkill4,1110331
1120301,1120301,Dev,2T 가죽 투구_치명타 확률,ArmorPassiveSkill4,1120301
1120311,1120311,Dev,2T 가죽 갑옷_물리 피해 감소 & 마법 피해 감소,ArmorPassiveSkill4,1120311
1120321,1120321,Dev,2T 가죽 장갑_물리 피해 증가 & 마법 피해 증가,ArmorPassiveSkill4,1120321
1120331,1120331,Dev,2T 가죽 신발_이동 속도,ArmorPassiveSkill4,1120331
1130301,1130301,Dev,3T 가죽 투구_치명타 확률,ArmorPassiveSkill4,1130301
1130311,1130311,Dev,3T 가죽 갑옷_물리 피해 감소 & 마법 피해 감소,ArmorPassiveSkill4,1130311
1130321,1130321,Dev,3T 가죽 장갑_물리 피해 증가 & 마법 피해 증가,ArmorPassiveSkill4,1130321
1130331,1130331,Dev,3T 가죽 신발_이동 속도,ArmorPassiveSkill4,1130331
1210301,1210301,Dev,1T 판금 투구_상태 이상 저항력,ArmorPassiveSkill4,1210301
1210311,1210311,Dev,1T 판금 갑옷_물리 피해 감소,ArmorPassiveSkill4,1210311
1210321,1210321,Dev,1T 판금 장갑_물리 피해 증가,ArmorPassiveSkill4,1210321
1210331,1210331,Dev,1T 판금 신발_상태 이상 저항력,ArmorPassiveSkill4,1210331
1220301,1220301,Dev,2T 판금 투구_상태 이상 저항력,ArmorPassiveSkill4,1220301
1220311,1220311,Dev,2T 판금 갑옷_물리 피해 감소,ArmorPassiveSkill4,1220311
1220321,1220321,Dev,2T 판금 장갑_물리 피해 증가,ArmorPassiveSkill4,1220321
1220331,1220331,Dev,2T 판금 신발_상태 이상 저항력,ArmorPassiveSkill4,1220331
1230301,1230301,Dev,3T 판금 투구_상태 이상 저항력,ArmorPassiveSkill4,1230301
1230311,1230311,Dev,3T 판금 갑옷_물리 피해 감소,ArmorPassiveSkill4,1230311
1230321,1230321,Dev,3T 판금 장갑_물리 피해 증가,ArmorPassiveSkill4,1230321
1230331,1230331,Dev,3T 판금 신발_상태 이상 저항력,ArmorPassiveSkill4,1230331
1010401,1010401,Dev,1T 천 투구_PVE 피해 증가,ArmorPassiveSkill3,1010401
1010411,1010411,Dev,1T 천 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1010411
1010421,1010421,Dev,1T 천 장갑_PVE 피해 증가,ArmorPassiveSkill3,1010421
1010431,1010431,Dev,1T 천 신발_PVE 피해 감소,ArmorPassiveSkill3,1010431
1020401,1020401,Dev,2T 천 투구_PVE 피해 증가,ArmorPassiveSkill3,1020401
1020411,1020411,Dev,2T 천 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1020411
1020421,1020421,Dev,2T 천 장갑_PVE 피해 증가,ArmorPassiveSkill3,1020421
1020431,1020431,Dev,2T 천 신발_PVE 피해 감소,ArmorPassiveSkill3,1020431
1030401,1030401,Dev,3T 천 투구_PVE 피해 증가,ArmorPassiveSkill3,1030401
1030411,1030411,Dev,3T 천 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1030411
1030421,1030421,Dev,3T 천 장갑_PVE 피해 증가,ArmorPassiveSkill3,1030421
1030431,1030431,Dev,3T 천 신발_PVE 피해 감소,ArmorPassiveSkill3,1030431
1110401,1110401,Dev,1T 가죽 투구_PVE 피해 증가,ArmorPassiveSkill3,1110401
1110411,1110411,Dev,1T 가죽 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1110411
1110421,1110421,Dev,1T 가죽 장갑_PVE 피해 증가,ArmorPassiveSkill3,1110421
1110431,1110431,Dev,1T 가죽 신발_PVE 피해 감소,ArmorPassiveSkill3,1110431
1120401,1120401,Dev,2T 가죽 신발_PVE 피해 증가,ArmorPassiveSkill3,1120401
1120411,1120411,Dev,2T 가죽 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1120411
1120421,1120421,Dev,2T 가죽 장갑_PVE 피해 증가,ArmorPassiveSkill3,1120421
1120431,1120431,Dev,2T 가죽 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1120431
1130401,1130401,Dev,3T 가죽 신발_PVE 피해 증가,ArmorPassiveSkill3,1130401
1130411,1130411,Dev,3T 가죽 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1130411
1130421,1130421,Dev,3T 가죽 장갑_PVE 피해 증가,ArmorPassiveSkill3,1130421
1130431,1130431,Dev,3T 가죽 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1130431
1210401,1210401,Dev,1T 판금 투구_PVE 피해 증가,ArmorPassiveSkill3,1210401
1210411,1210411,Dev,1T 판금 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1210411
1210421,1210421,Dev,1T 판금 장갑_PVE 피해 증가,ArmorPassiveSkill3,1210421
1210431,1210431,Dev,1T 판금 신발_PVE 피해 감소,ArmorPassiveSkill3,1210431
1220401,1220401,Dev,2T 판금 투구_PVE 피해 증가,ArmorPassiveSkill3,1220401
1220411,1220411,Dev,2T 판금 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1220411
1220421,1220421,Dev,2T 판금 장갑_PVE 피해 증가,ArmorPassiveSkill3,1220421
1220431,1220431,Dev,2T 판금 신발_PVE 피해 감소,ArmorPassiveSkill3,1220431
1230401,1230401,Dev,3T 판금 투구_PVE 피해 증가,ArmorPassiveSkill3,1230401
1230411,1230411,Dev,3T 판금 갑옷_PVE 피해 감소,ArmorPassiveSkill3,1230411
1230421,1230421,Dev,3T 판금 장갑_PVE 피해 증가,ArmorPassiveSkill3,1230421
1230431,1230431,Dev,3T 판금 신발_PVE 피해 감소,ArmorPassiveSkill3,1230431
1010501,1010501,Dev,1T 천 투구_PVP 피해 증가,ArmorPassiveSkill4,1010501
1010511,1010511,Dev,1T 천 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1010511
1010521,1010521,Dev,1T 천 장갑_PVP 피해 증가,ArmorPassiveSkill4,1010521
1010531,1010531,Dev,1T 천 신발_PVP 피해 감소,ArmorPassiveSkill4,1010531
1020501,1020501,Dev,2T 천 투구_PVP 피해 증가,ArmorPassiveSkill4,1020501
1020511,1020511,Dev,2T 천 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1020511
1020521,1020521,Dev,2T 천 장갑_PVP 피해 증가,ArmorPassiveSkill4,1020521
1020531,1020531,Dev,2T 천 신발_PVP 피해 감소,ArmorPassiveSkill4,1020531
1030501,1030501,Dev,3T 천 투구_PVP 피해 증가,ArmorPassiveSkill4,1030501
1030511,1030511,Dev,3T 천 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1030511
1030521,1030521,Dev,3T 천 장갑_PVP 피해 증가,ArmorPassiveSkill4,1030521
1030531,1030531,Dev,3T 천 신발_PVP 피해 감소,ArmorPassiveSkill4,1030531
1110501,1110501,Dev,1T 가죽 투구_PVP 피해 증가,ArmorPassiveSkill4,1110501
1110511,1110511,Dev,1T 가죽 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1110511
1110521,1110521,Dev,1T 가죽 장갑_PVP 피해 증가,ArmorPassiveSkill4,1110521
1110531,1110531,Dev,1T 가죽 신발_PVP 피해 감소,ArmorPassiveSkill4,1110531
1120501,1120501,Dev,2T 가죽 신발_PVP 피해 증가,ArmorPassiveSkill4,1120501
1120511,1120511,Dev,2T 가죽 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1120511
1120521,1120521,Dev,2T 가죽 장갑_PVP 피해 증가,ArmorPassiveSkill4,1120521
1120531,1120531,Dev,2T 가죽 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1120531
1130501,1130501,Dev,3T 가죽 신발_PVP 피해 증가,ArmorPassiveSkill4,1130501
1130511,1130511,Dev,3T 가죽 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1130511
1130521,1130521,Dev,3T 가죽 장갑_PVP 피해 증가,ArmorPassiveSkill4,1130521
1130531,1130531,Dev,3T 가죽 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1130531
1210501,1210501,Dev,1T 판금 투구_PVP 피해 증가,ArmorPassiveSkill4,1210501
1210511,1210511,Dev,1T 판금 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1210511
1210521,1210521,Dev,1T 판금 장갑_PVP 피해 증가,ArmorPassiveSkill4,1210521
1210531,1210531,Dev,1T 판금 신발_PVP 피해 감소,ArmorPassiveSkill4,1210531
1220501,1220501,Dev,2T 판금 투구_PVP 피해 증가,ArmorPassiveSkill4,1220501
1220511,1220511,Dev,2T 판금 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1220511
1220521,1220521,Dev,2T 판금 장갑_PVP 피해 증가,ArmorPassiveSkill4,1220521
1220531,1220531,Dev,2T 판금 신발_PVP 피해 감소,ArmorPassiveSkill4,1220531
1230501,1230501,Dev,3T 판금 투구_PVP 피해 증가,ArmorPassiveSkill4,1230501
1230511,1230511,Dev,3T 판금 갑옷_PVP 피해 감소,ArmorPassiveSkill4,1230511
1230521,1230521,Dev,3T 판금 장갑_PVP 피해 증가,ArmorPassiveSkill4,1230521
1230531,1230531,Dev,3T 판금 신발_PVP 피해 감소,ArmorPassiveSkill4,1230531
1010601,1010601,Dev,,ArmorPassiveSkill4,1010601
1010611,1010611,Dev,,ArmorPassiveSkill4,1010611
1010621,1010621,Dev,,ArmorPassiveSkill4,1010621
1010631,1010631,Dev,,ArmorPassiveSkill4,1010631
1020601,1020601,Dev,2T 천 투구_프록,ArmorPassiveSkill4,1020601
1020611,1020611,Dev,2T 천 갑옷_프록,ArmorPassiveSkill4,1020611
1020621,1020621,Dev,2T 천 장갑_프록,ArmorPassiveSkill4,1020621
1020631,1020631,Dev,2T 천 신발_프록,ArmorPassiveSkill4,1020631
1030601,1030601,Dev,3T 천 투구_프록,ArmorPassiveSkill4,1030601
1030611,1030611,Dev,3T 천 갑옷_프록,ArmorPassiveSkill4,1030611
1030621,1030621,Dev,3T 천 장갑_프록,ArmorPassiveSkill4,1030621
1030631,1030631,Dev,3T 천 신발_프록,ArmorPassiveSkill4,1030631
1110601,1110601,Dev,,ArmorPassiveSkill4,1110601
1110611,1110611,Dev,,ArmorPassiveSkill4,1110611
1110621,1110621,Dev,,ArmorPassiveSkill4,1110621
1110631,1110631,Dev,,ArmorPassiveSkill4,1110631
1120601,1120601,Dev,2T 가죽 투구_프록,ArmorPassiveSkill4,1120601
1120611,1120611,Dev,2T 가죽 갑옷_프록,ArmorPassiveSkill4,1120611
1120621,1120621,Dev,2T 가죽 장갑_프록,ArmorPassiveSkill4,1120621
1120631,1120631,Dev,2T 가죽 신발_프록,ArmorPassiveSkill4,1120631
1130601,1130601,Dev,3T 가죽 투구_프록,ArmorPassiveSkill4,1130601
1130611,1130611,Dev,3T 가죽 갑옷_프록,ArmorPassiveSkill4,1130611
1130621,1130621,Dev,3T 가죽 장갑_프록,ArmorPassiveSkill4,1130621
1130631,1130631,Dev,3T 가죽 신발_프록,ArmorPassiveSkill4,1130631
1210601,1210601,Dev,,ArmorPassiveSkill4,1210601
1210611,1210611,Dev,,ArmorPassiveSkill4,1210611
1210621,1210621,Dev,,ArmorPassiveSkill4,1210621
1210631,1210631,Dev,,ArmorPassiveSkill4,1210631
1220601,1220601,Dev,2T 판금 투구_프록,ArmorPassiveSkill4,1220601
1220611,1220611,Dev,2T 판금 갑옷_프록,ArmorPassiveSkill4,1220611
1220621,1220621,Dev,2T 판금 장갑_프록,ArmorPassiveSkill4,1220621
1220631,1220631,Dev,2T 판금 신발_프록,ArmorPassiveSkill4,1220631
1230601,1230601,Dev,3T 판금 투구_프록,ArmorPassiveSkill4,1230601
1230611,1230611,Dev,3T 판금 갑옷_프록,ArmorPassiveSkill4,1230611
1230621,1230621,Dev,3T 판금 장갑_프록,ArmorPassiveSkill4,1230621
1230631,1230631,Dev,3T 판금 신발_프록,ArmorPassiveSkill4,1230631
10010002,10010002,Dev,PC 기도1,WeaponSkill1,10010002
10010003,10010003,Dev,PC 기도2,WeaponSkill2,10010003
10010004,10010004,Dev,PC 기도3,WeaponSkill3,10010004
