OID,Cid,Comment,Category,Value
1020205,1020205,2T 천 투구(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,6
1020211,1020211,2T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,2
1020212,1020212,2T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,3
1020213,1020213,2T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,4
1020214,1020214,2T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,5
1020215,1020215,2T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,6
1020221,1020221,2T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,2
1020222,1020222,2T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,3
1020223,1020223,2T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,4
1020224,1020224,2T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,5
1020225,1020225,2T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,6
1020231,1020231,2T 천 신발(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,2
1020232,1020232,2T 천 신발(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,3
1020233,1020233,2T 천 신발(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,4
1020234,1020234,2T 천 신발(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,5
1020235,1020235,2T 천 신발(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,6
1020301,1020301,2T 천 투구(시작템)_마나 소모량 감소  Lv.1,CostMpDownVaryper,42
1020302,1020302,2T 천 투구(시작템)_마나 소모량 감소  Lv.2,CostMpDownVaryper,48
1020303,1020303,2T 천 투구(시작템)_마나 소모량 감소  Lv.3,CostMpDownVaryper,54
1020304,1020304,2T 천 투구(시작템)_마나 소모량 감소  Lv.4,CostMpDownVaryper,60
1020305,1020305,2T 천 투구(시작템)_마나 소모량 감소  Lv.5,CostMpDownVaryper,66
1020311,1020311,2T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.1,PhysicalDamageDownVaryper,14
1020312,1020312,2T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.2,PhysicalDamageDownVaryper,16
1020313,1020313,2T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.3,PhysicalDamageDownVaryper,18
1020314,1020314,2T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.4,PhysicalDamageDownVaryper,20
1020315,1020315,2T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.5,PhysicalDamageDownVaryper,22
1020321,1020321,2T 천 장갑(시작템)_마법 피해 증가 향상  Lv.1,PhysicalDamageUpVaryper,14
1020322,1020322,2T 천 장갑(시작템)_마법 피해 증가 향상  Lv.2,PhysicalDamageUpVaryper,16
1020323,1020323,2T 천 장갑(시작템)_마법 피해 증가 향상  Lv.3,PhysicalDamageUpVaryper,18
1020324,1020324,2T 천 장갑(시작템)_마법 피해 증가 향상  Lv.4,PhysicalDamageUpVaryper,20
1020325,1020325,2T 천 장갑(시작템)_마법 피해 증가 향상  Lv.5,PhysicalDamageUpVaryper,22
1020331,1020331,2T 천 신발(시작템)_치유력 향상  Lv.1,HealAmpVaryper,42
1020332,1020332,2T 천 신발(시작템)_치유력 향상  Lv.2,HealAmpVaryper,48
1020333,1020333,2T 천 신발(시작템)_치유력 향상  Lv.3,HealAmpVaryper,54
1020334,1020334,2T 천 신발(시작템)_치유력 향상  Lv.4,HealAmpVaryper,60
1020335,1020335,2T 천 신발(시작템)_치유력 향상  Lv.5,HealAmpVaryper,66
1020401,1020401,2T 천 투구(시작템)_PVE 피해 증가  Lv.1,PVEDamageUpVaryper,20
1020402,1020402,2T 천 투구(시작템)_PVE 피해 증가  Lv.2,PVEDamageUpVaryper,24
1020403,1020403,2T 천 투구(시작템)_PVE 피해 증가  Lv.3,PVEDamageUpVaryper,28
1020404,1020404,2T 천 투구(시작템)_PVE 피해 증가  Lv.4,PVEDamageUpVaryper,32
1020405,1020405,2T 천 투구(시작템)_PVE 피해 증가  Lv.5,PVEDamageUpVaryper,36
1020411,1020411,2T 천 갑옷(시작템)_PVE 피해 증가  Lv.1,PVEDamageDownVaryper,20
1020412,1020412,2T 천 갑옷(시작템)_PVE 피해 증가  Lv.2,PVEDamageDownVaryper,24
1020413,1020413,2T 천 갑옷(시작템)_PVE 피해 증가  Lv.3,PVEDamageDownVaryper,28
1020414,1020414,2T 천 갑옷(시작템)_PVE 피해 증가  Lv.4,PVEDamageDownVaryper,32
1020415,1020415,2T 천 갑옷(시작템)_PVE 피해 증가  Lv.5,PVEDamageDownVaryper,36
1020421,1020421,2T 천 장갑(시작템)_PVE 피해 증가  Lv.1,PVEDamageUpVaryper,20
1020422,1020422,2T 천 장갑(시작템)_PVE 피해 증가  Lv.2,PVEDamageUpVaryper,24
1020423,1020423,2T 천 장갑(시작템)_PVE 피해 증가  Lv.3,PVEDamageUpVaryper,28
1020424,1020424,2T 천 장갑(시작템)_PVE 피해 증가  Lv.4,PVEDamageUpVaryper,32
1020425,1020425,2T 천 장갑(시작템)_PVE 피해 증가  Lv.5,PVEDamageUpVaryper,36
1020431,1020431,2T 천 신발(시작템)_PVE 피해 증가  Lv.1,PVEDamageDownVaryper,20
1020432,1020432,2T 천 신발(시작템)_PVE 피해 증가  Lv.2,PVEDamageDownVaryper,24
1020433,1020433,2T 천 신발(시작템)_PVE 피해 증가  Lv.3,PVEDamageDownVaryper,28
1020434,1020434,2T 천 신발(시작템)_PVE 피해 증가  Lv.4,PVEDamageDownVaryper,32
1020435,1020435,2T 천 신발(시작템)_PVE 피해 증가  Lv.5,PVEDamageDownVaryper,36
1020501,1020501,2T 천 투구(시작템)_PVP 피해 증가  Lv.1,PVPDamageUpVaryper,20
1020502,1020502,2T 천 투구(시작템)_PVP 피해 증가  Lv.2,PVPDamageUpVaryper,24
1020503,1020503,2T 천 투구(시작템)_PVP 피해 증가  Lv.3,PVPDamageUpVaryper,28
1020504,1020504,2T 천 투구(시작템)_PVP 피해 증가  Lv.4,PVPDamageUpVaryper,32
1020505,1020505,2T 천 투구(시작템)_PVP 피해 증가  Lv.5,PVPDamageUpVaryper,36
1020511,1020511,2T 천 갑옷(시작템)_PVP 피해 증가  Lv.1,PVPDamageDownVaryper,20
1020512,1020512,2T 천 갑옷(시작템)_PVP 피해 증가  Lv.2,PVPDamageDownVaryper,24
1020513,1020513,2T 천 갑옷(시작템)_PVP 피해 증가  Lv.3,PVPDamageDownVaryper,28
1020514,1020514,2T 천 갑옷(시작템)_PVP 피해 증가  Lv.4,PVPDamageDownVaryper,32
1020515,1020515,2T 천 갑옷(시작템)_PVP 피해 증가  Lv.5,PVPDamageDownVaryper,36
1020521,1020521,2T 천 장갑(시작템)_PVP 피해 증가  Lv.1,PVPDamageUpVaryper,20
1020522,1020522,2T 천 장갑(시작템)_PVP 피해 증가  Lv.2,PVPDamageUpVaryper,24
1020523,1020523,2T 천 장갑(시작템)_PVP 피해 증가  Lv.3,PVPDamageUpVaryper,28
1020524,1020524,2T 천 장갑(시작템)_PVP 피해 증가  Lv.4,PVPDamageUpVaryper,32
1020525,1020525,2T 천 장갑(시작템)_PVP 피해 증가  Lv.5,PVPDamageUpVaryper,36
1020531,1020531,2T 천 신발(시작템)_PVP 피해 증가  Lv.1,PVPDamageDownVaryper,20
1020532,1020532,2T 천 신발(시작템)_PVP 피해 증가  Lv.2,PVPDamageDownVaryper,24
1020533,1020533,2T 천 신발(시작템)_PVP 피해 증가  Lv.3,PVPDamageDownVaryper,28
1020534,1020534,2T 천 신발(시작템)_PVP 피해 증가  Lv.4,PVPDamageDownVaryper,32
1020535,1020535,2T 천 신발(시작템)_PVP 피해 증가  Lv.5,PVPDamageDownVaryper,36
1020616,1020616,2T 천 투구_프록  Lv.1 proc,PhysicalDefenseVary,500
1020617,1020617,2T 천 투구_프록  Lv.2 proc,PhysicalDefenseVary,500
1020618,1020618,2T 천 투구_프록  Lv.3 proc,PhysicalDefenseVary,500
1020619,1020619,2T 천 투구_프록  Lv.4 proc,PhysicalDefenseVary,500
1020620,1020620,2T 천 투구_프록  Lv.5 proc,PhysicalDefenseVary,500
1030001,1030001,3T 천 투구(시작템)_최대 마력 향상  Lv.1,MaxMpVary,72
1030002,1030002,3T 천 투구(시작템)_최대 마력 향상  Lv.2,MaxMpVary,80
1030003,1030003,3T 천 투구(시작템)_최대 마력 향상  Lv.3,MaxMpVary,88
1030004,1030004,3T 천 투구(시작템)_최대 마력 향상  Lv.4,MaxMpVary,96
1030005,1030005,3T 천 투구(시작템)_최대 마력 향상  Lv.5,MaxMpVary,104
1030011,1030011,3T 천 갑옷(시작템)_최대 마력 향상  Lv.1,MaxMpVary,72
1030012,1030012,3T 천 갑옷(시작템)_최대 마력 향상  Lv.2,MaxMpVary,80
1030013,1030013,3T 천 갑옷(시작템)_최대 마력 향상  Lv.3,MaxMpVary,88
1030014,1030014,3T 천 갑옷(시작템)_최대 마력 향상  Lv.4,MaxMpVary,96
1030015,1030015,3T 천 갑옷(시작템)_최대 마력 향상  Lv.5,MaxMpVary,104
1030021,1030021,3T 천 장갑(시작템)_최대 마력 향상  Lv.1,MaxMpVary,72
1030022,1030022,3T 천 장갑(시작템)_최대 마력 향상  Lv.2,MaxMpVary,80
1030023,1030023,3T 천 장갑(시작템)_최대 마력 향상  Lv.3,MaxMpVary,88
1030024,1030024,3T 천 장갑(시작템)_최대 마력 향상  Lv.4,MaxMpVary,96
1030025,1030025,3T 천 장갑(시작템)_최대 마력 향상  Lv.5,MaxMpVary,104
1030031,1030031,3T 천 신발(시작템)_최대 마력 향상  Lv.1,MaxMpVary,72
1030032,1030032,3T 천 신발(시작템)_최대 마력 향상  Lv.2,MaxMpVary,80
1030033,1030033,3T 천 신발(시작템)_최대 마력 향상  Lv.3,MaxMpVary,88
1030034,1030034,3T 천 신발(시작템)_최대 마력 향상  Lv.4,MaxMpVary,96
1030035,1030035,3T 천 신발(시작템)_최대 마력 향상  Lv.5,MaxMpVary,104
1030101,1030101,3T 천 투구(시작템)_주는 피해 증가 향상  Lv.1,DamageUpVaryper,54
1030102,1030102,3T 천 투구(시작템)_주는 피해 증가 향상  Lv.2,DamageUpVaryper,60
1030103,1030103,3T 천 투구(시작템)_주는 피해 증가 향상  Lv.3,DamageUpVaryper,66
1030104,1030104,3T 천 투구(시작템)_주는 피해 증가 향상  Lv.4,DamageUpVaryper,72
1030105,1030105,3T 천 투구(시작템)_주는 피해 증가 향상  Lv.5,DamageUpVaryper,78
1030111,1030111,3T 천 갑옷(시작템)_주는 피해 증가 향상  Lv.1,DamageUpVaryper,54
1030112,1030112,3T 천 갑옷(시작템)_주는 피해 증가 향상  Lv.2,DamageUpVaryper,60
1030113,1030113,3T 천 갑옷(시작템)_주는 피해 증가 향상  Lv.3,DamageUpVaryper,66
1030114,1030114,3T 천 갑옷(시작템)_주는 피해 증가 향상  Lv.4,DamageUpVaryper,72
1030115,1030115,3T 천 갑옷(시작템)_주는 피해 증가 향상  Lv.5,DamageUpVaryper,78
1030121,1030121,3T 천 장갑(시작템)_주는 피해 증가 향상  Lv.1,DamageUpVaryper,54
1030122,1030122,3T 천 장갑(시작템)_주는 피해 증가 향상  Lv.2,DamageUpVaryper,60
1030123,1030123,3T 천 장갑(시작템)_주는 피해 증가 향상  Lv.3,DamageUpVaryper,66
1030124,1030124,3T 천 장갑(시작템)_주는 피해 증가 향상  Lv.4,DamageUpVaryper,72
1030125,1030125,3T 천 장갑(시작템)_주는 피해 증가 향상  Lv.5,DamageUpVaryper,78
1030131,1030131,3T 천 신발(시작템)_주는 피해 증가 향상  Lv.1,DamageUpVaryper,54
1030132,1030132,3T 천 신발(시작템)_주는 피해 증가 향상  Lv.2,DamageUpVaryper,60
1030133,1030133,3T 천 신발(시작템)_주는 피해 증가 향상  Lv.3,DamageUpVaryper,66
1030134,1030134,3T 천 신발(시작템)_주는 피해 증가 향상  Lv.4,DamageUpVaryper,72
1030135,1030135,3T 천 신발(시작템)_주는 피해 증가 향상  Lv.5,DamageUpVaryper,78
1030201,1030201,3T 천 투구(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,3
1030202,1030202,3T 천 투구(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,4
1030203,1030203,3T 천 투구(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,5
1030204,1030204,3T 천 투구(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,6
1030205,1030205,3T 천 투구(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,7
1030211,1030211,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,3
1030212,1030212,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,4
1030213,1030213,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,5
1030214,1030214,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,6
1030215,1030215,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,7
1030221,1030221,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,3
1030222,1030222,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,4
1030223,1030223,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,5
1030224,1030224,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,6
1030225,1030225,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,7
1030231,1030231,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,3
1030232,1030232,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,4
1030233,1030233,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,5
1030234,1030234,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,6
1030235,1030235,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,7
1030301,1030301,3T 천 투구(시작템)_마나 소모량 감소  Lv.1,CostMpDownVaryper,54
1030302,1030302,3T 천 투구(시작템)_마나 소모량 감소  Lv.2,CostMpDownVaryper,60
1030303,1030303,3T 천 투구(시작템)_마나 소모량 감소  Lv.3,CostMpDownVaryper,66
1030304,1030304,3T 천 투구(시작템)_마나 소모량 감소  Lv.4,CostMpDownVaryper,72
1030305,1030305,3T 천 투구(시작템)_마나 소모량 감소  Lv.5,CostMpDownVaryper,78
1030311,1030311,3T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.1,PhysicalDamageDownVaryper,18
1030312,1030312,3T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.2,PhysicalDamageDownVaryper,20
1030313,1030313,3T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.3,PhysicalDamageDownVaryper,22
1030314,1030314,3T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.4,PhysicalDamageDownVaryper,24
1030315,1030315,3T 천 갑옷(시작템)_마법 피해 감소 향상  Lv.5,PhysicalDamageDownVaryper,26
1030321,1030321,3T 천 장갑(시작템)_마법 피해 증가 향상  Lv.1,PhysicalDamageUpVaryper,18
1030322,1030322,3T 천 장갑(시작템)_마법 피해 증가 향상  Lv.2,PhysicalDamageUpVaryper,20
1030323,1030323,3T 천 장갑(시작템)_마법 피해 증가 향상  Lv.3,PhysicalDamageUpVaryper,22
1030324,1030324,3T 천 장갑(시작템)_마법 피해 증가 향상  Lv.4,PhysicalDamageUpVaryper,24
1030325,1030325,3T 천 장갑(시작템)_마법 피해 증가 향상  Lv.5,PhysicalDamageUpVaryper,26
1030331,1030331,3T 천 신발(시작템)_치유력 향상  Lv.1,HealAmpVaryper,54
1030332,1030332,3T 천 신발(시작템)_치유력 향상  Lv.2,HealAmpVaryper,60
1030333,1030333,3T 천 신발(시작템)_치유력 향상  Lv.3,HealAmpVaryper,66
1030334,1030334,3T 천 신발(시작템)_치유력 향상  Lv.4,HealAmpVaryper,72
1030335,1030335,3T 천 신발(시작템)_치유력 향상  Lv.5,HealAmpVaryper,78
1030401,1030401,3T 천 투구(시작템)_PVE 피해 증가  Lv.1,PVEDamageUpVaryper,28
1030402,1030402,3T 천 투구(시작템)_PVE 피해 증가  Lv.2,PVEDamageUpVaryper,32
1030403,1030403,3T 천 투구(시작템)_PVE 피해 증가  Lv.3,PVEDamageUpVaryper,36
1030404,1030404,3T 천 투구(시작템)_PVE 피해 증가  Lv.4,PVEDamageUpVaryper,40
1030405,1030405,3T 천 투구(시작템)_PVE 피해 증가  Lv.5,PVEDamageUpVaryper,44
1030411,1030411,3T 천 갑옷(시작템)_PVE 피해 증가  Lv.1,PVEDamageDownVaryper,28
1030412,1030412,3T 천 갑옷(시작템)_PVE 피해 증가  Lv.2,PVEDamageDownVaryper,32
1030413,1030413,3T 천 갑옷(시작템)_PVE 피해 증가  Lv.3,PVEDamageDownVaryper,36
1030414,1030414,3T 천 갑옷(시작템)_PVE 피해 증가  Lv.4,PVEDamageDownVaryper,40
1030415,1030415,3T 천 갑옷(시작템)_PVE 피해 증가  Lv.5,PVEDamageDownVaryper,44
1030421,1030421,3T 천 장갑(시작템)_PVE 피해 증가  Lv.1,PVEDamageUpVaryper,28
1030422,1030422,3T 천 장갑(시작템)_PVE 피해 증가  Lv.2,PVEDamageUpVaryper,32
1030423,1030423,3T 천 장갑(시작템)_PVE 피해 증가  Lv.3,PVEDamageUpVaryper,36
1030424,1030424,3T 천 장갑(시작템)_PVE 피해 증가  Lv.4,PVEDamageUpVaryper,40
1030425,1030425,3T 천 장갑(시작템)_PVE 피해 증가  Lv.5,PVEDamageUpVaryper,44
1030431,1030431,3T 천 신발(시작템)_PVE 피해 증가  Lv.1,PVEDamageDownVaryper,28
1030432,1030432,3T 천 신발(시작템)_PVE 피해 증가  Lv.2,PVEDamageDownVaryper,32
1030433,1030433,3T 천 신발(시작템)_PVE 피해 증가  Lv.3,PVEDamageDownVaryper,36
1030434,1030434,3T 천 신발(시작템)_PVE 피해 증가  Lv.4,PVEDamageDownVaryper,40
1030435,1030435,3T 천 신발(시작템)_PVE 피해 증가  Lv.5,PVEDamageDownVaryper,44
1030501,1030501,3T 천 투구(시작템)_PVP 피해 증가  Lv.1,PVPDamageUpVaryper,28
1030502,1030502,3T 천 투구(시작템)_PVP 피해 증가  Lv.2,PVPDamageUpVaryper,32
1030503,1030503,3T 천 투구(시작템)_PVP 피해 증가  Lv.3,PVPDamageUpVaryper,36
1030504,1030504,3T 천 투구(시작템)_PVP 피해 증가  Lv.4,PVPDamageUpVaryper,40
1030505,1030505,3T 천 투구(시작템)_PVP 피해 증가  Lv.5,PVPDamageUpVaryper,44
1030511,1030511,3T 천 갑옷(시작템)_PVP 피해 증가  Lv.1,PVPDamageDownVaryper,28
1030512,1030512,3T 천 갑옷(시작템)_PVP 피해 증가  Lv.2,PVPDamageDownVaryper,32
1030513,1030513,3T 천 갑옷(시작템)_PVP 피해 증가  Lv.3,PVPDamageDownVaryper,36
1030514,1030514,3T 천 갑옷(시작템)_PVP 피해 증가  Lv.4,PVPDamageDownVaryper,40
1030515,1030515,3T 천 갑옷(시작템)_PVP 피해 증가  Lv.5,PVPDamageDownVaryper,44
1030521,1030521,3T 천 장갑(시작템)_PVP 피해 증가  Lv.1,PVPDamageUpVaryper,28
1030522,1030522,3T 천 장갑(시작템)_PVP 피해 증가  Lv.2,PVPDamageUpVaryper,32
1030523,1030523,3T 천 장갑(시작템)_PVP 피해 증가  Lv.3,PVPDamageUpVaryper,36
1030524,1030524,3T 천 장갑(시작템)_PVP 피해 증가  Lv.4,PVPDamageUpVaryper,40
1030525,1030525,3T 천 장갑(시작템)_PVP 피해 증가  Lv.5,PVPDamageUpVaryper,44
1030531,1030531,3T 천 신발(시작템)_PVP 피해 증가  Lv.1,PVPDamageDownVaryper,28
1030532,1030532,3T 천 신발(시작템)_PVP 피해 증가  Lv.2,PVPDamageDownVaryper,32
1030533,1030533,3T 천 신발(시작템)_PVP 피해 증가  Lv.3,PVPDamageDownVaryper,36
1030534,1030534,3T 천 신발(시작템)_PVP 피해 증가  Lv.4,PVPDamageDownVaryper,40
1030535,1030535,3T 천 신발(시작템)_PVP 피해 증가  Lv.5,PVPDamageDownVaryper,44
1030616,1030616,3T 천 갑옷(시작템)_프록  Lv.1,PhysicalDefenseVary,500
1030617,1030617,3T 천 갑옷(시작템)_프록  Lv.2,PhysicalDefenseVary,500
1030618,1030618,3T 천 갑옷(시작템)_프록  Lv.3,PhysicalDefenseVary,500
1030619,1030619,3T 천 갑옷(시작템)_프록  Lv.4,PhysicalDefenseVary,500
1030620,1030620,3T 천 갑옷(시작템)_프록  Lv.5,PhysicalDefenseVary,500
1100001,1100001,숨 고르기  Lv.1,MoveSpeedVaryper,-500
1100002,1100002,숨 고르기  Lv.2,MoveSpeedVaryper,-450
1100003,1100003,숨 고르기  Lv.3,MoveSpeedVaryper,-400
1100004,1100004,숨 고르기  Lv.4,MoveSpeedVaryper,-350
1100005,1100005,숨 고르기  Lv.5,MoveSpeedVaryper,-300
1100051,1100051,멜리사라의 그림자 공용 SC,DodgeVaryper,1000
1100101,1100101,물러서기 Lv.1,MoveSpeedVaryper,300
1100102,1100102,물러서기 Lv.2,MoveSpeedVaryper,350
1100103,1100103,물러서기 Lv.3,MoveSpeedVaryper,400
1100104,1100104,물러서기 Lv.4,MoveSpeedVaryper,450
1100105,1100105,물러서기 Lv.5,MoveSpeedVaryper,500
1110001,1110001,1T 가죽 투구(시작템)_공격 속도 향상 Lv.1,AtkSpeedVaryper,20
1110002,1110002,1T 가죽 투구(시작템)_공격 속도 향상 Lv.2,AtkSpeedVaryper,24
1110003,1110003,1T 가죽 투구(시작템)_공격 속도 향상 Lv.3,AtkSpeedVaryper,28
1110004,1110004,1T 가죽 투구(시작템)_공격 속도 향상 Lv.4,AtkSpeedVaryper,32
1110005,1110005,1T 가죽 투구(시작템)_공격 속도 향상 Lv.5,AtkSpeedVaryper,36
1110011,1110011,1T 가죽 갑옷(시작템)_공격 속도 향상 Lv.1,AtkSpeedVaryper,20
1110012,1110012,1T 가죽 갑옷(시작템)_공격 속도 향상 Lv.2,AtkSpeedVaryper,24
1110013,1110013,1T 가죽 갑옷(시작템)_공격 속도 향상 Lv.3,AtkSpeedVaryper,28
1110014,1110014,1T 가죽 갑옷(시작템)_공격 속도 향상 Lv.4,AtkSpeedVaryper,32
1110015,1110015,1T 가죽 갑옷(시작템)_공격 속도 향상 Lv.5,AtkSpeedVaryper,36
1110021,1110021,1T 가죽 장갑(시작템)_공격 속도 향상 Lv.1,AtkSpeedVaryper,20
1110022,1110022,1T 가죽 장갑(시작템)_공격 속도 향상 Lv.2,AtkSpeedVaryper,24
1110023,1110023,1T 가죽 장갑(시작템)_공격 속도 향상 Lv.3,AtkSpeedVaryper,28
1110024,1110024,1T 가죽 장갑(시작템)_공격 속도 향상 Lv.4,AtkSpeedVaryper,32
1110025,1110025,1T 가죽 장갑(시작템)_공격 속도 향상 Lv.5,AtkSpeedVaryper,36
1110031,1110031,1T 가죽 신발(시작템)_공격 속도 향상 Lv.1,AtkSpeedVaryper,20
1110032,1110032,1T 가죽 신발(시작템)_공격 속도 향상 Lv.2,AtkSpeedVaryper,24
1110033,1110033,1T 가죽 신발(시작템)_공격 속도 향상 Lv.3,AtkSpeedVaryper,28
1110034,1110034,1T 가죽 신발(시작템)_공격 속도 향상 Lv.4,AtkSpeedVaryper,32
1110035,1110035,1T 가죽 신발(시작템)_공격 속도 향상 Lv.5,AtkSpeedVaryper,36
1110101,1110101,1T 가죽 투구(시작템)_치명타 피해 향상  Lv.1,CriDamageVaryper,100
1110102,1110102,1T 가죽 투구(시작템)_치명타 피해 향상  Lv.2,CriDamageVaryper,120
1110103,1110103,1T 가죽 투구(시작템)_치명타 피해 향상  Lv.3,CriDamageVaryper,140
1110104,1110104,1T 가죽 투구(시작템)_치명타 피해 향상  Lv.4,CriDamageVaryper,160
1110105,1110105,1T 가죽 투구(시작템)_치명타 피해 향상  Lv.5,CriDamageVaryper,180
1110111,1110111,1T 가죽 갑옷(시작템)_치명타 피해 향상  Lv.1,CriDamageVaryper,100
1110112,1110112,1T 가죽 갑옷(시작템)_치명타 피해 향상  Lv.2,CriDamageVaryper,120
1110113,1110113,1T 가죽 갑옷(시작템)_치명타 피해 향상  Lv.3,CriDamageVaryper,140
1110114,1110114,1T 가죽 갑옷(시작템)_치명타 피해 향상  Lv.4,CriDamageVaryper,160
1110115,1110115,1T 가죽 갑옷(시작템)_치명타 피해 향상  Lv.5,CriDamageVaryper,180
1110121,1110121,1T 가죽 장갑(시작템)_치명타 피해 향상  Lv.1,CriDamageVaryper,100
1110122,1110122,1T 가죽 장갑(시작템)_치명타 피해 향상  Lv.2,CriDamageVaryper,120
1110123,1110123,1T 가죽 장갑(시작템)_치명타 피해 향상  Lv.3,CriDamageVaryper,140
1110124,1110124,1T 가죽 장갑(시작템)_치명타 피해 향상  Lv.4,CriDamageVaryper,160
1110125,1110125,1T 가죽 장갑(시작템)_치명타 피해 향상  Lv.5,CriDamageVaryper,180
1110131,1110131,1T 가죽 신발(시작템)_치명타 피해 향상  Lv.1,CriDamageVaryper,100
1110132,1110132,1T 가죽 신발(시작템)_치명타 피해 향상  Lv.2,CriDamageVaryper,120
1110133,1110133,1T 가죽 신발(시작템)_치명타 피해 향상  Lv.3,CriDamageVaryper,140
1110134,1110134,1T 가죽 신발(시작템)_치명타 피해 향상  Lv.4,CriDamageVaryper,160
1110135,1110135,1T 가죽 신발(시작템)_치명타 피해 향상  Lv.5,CriDamageVaryper,180
1110201,1110201,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,1
1110202,1110202,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,2
1110203,1110203,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,3
1110204,1110204,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,4
1110205,1110205,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,5
1110211,1110211,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,1
1110212,1110212,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,2
1110213,1110213,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,3
1110214,1110214,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,4
1110215,1110215,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,5
1110221,1110221,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,1
1110222,1110222,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,2
1110223,1110223,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.3,RegenMpVary,3
1110224,1110224,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.4,RegenMpVary,4
1110225,1110225,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.5,RegenMpVary,5
1110231,1110231,1T 가죽 신발(시작템)_마력 자연 회복력 향상  Lv.1,RegenMpVary,1
1110232,1110232,1T 가죽 신발(시작템)_마력 자연 회복력 향상  Lv.2,RegenMpVary,2
