OID,Cid,Comment,CameraPreset,LightPreset,DisplayType,SpeakerName,SpeakerTarget,SpeakerTargetCid,NpcPortraitAssetCid,AnimAssetCid,SpeakerLookAtTarget,SpeakerLookAtTargetCid,ListenerLookAt,AllowListenerPlayer,Bubble
91000044,91000044,,,,Bubble,피오르,None,,,,None,,,,대체 오늘 하루에만 언덕을 몇 번 왔다갔다 했는지 모르겠어요.
91000050,91000050,,,,Bubble,케일런,None,,,,None,,,,오늘의 평화도 모두 누이 여신님의 은총 덕분이지요.
91000051,91000051,,,,Bubble,케일런,None,,,,None,,,,"제례 준비로 정신이 없긴 하지만, 개인적인 기도의 시간도 필요하답니다."
91000052,91000052,,,,Bubble,케일런,None,,,,None,,,,"이런... 오늘 중에 대신관님께 보여드려할 문서가 있었는데, 깜빡했네."
91000053,91000053,,,,Bubble,케일런,None,,,,None,,,,다음 일정까지 잠깐 쉬어야겠어요.
91000060,91000060,,,,Bubble,엘시아,None,,,,None,,,,혼자 딸을 키울 수 있는 건 모두 달그늘 쉼터 사람들 덕분이에요.
91000061,91000061,,,,Bubble,엘시아,None,,,,None,,,,딸이 산만해서 걱정이에요. 언젠가 크게 다치기라도 하면 어떡하죠?
91000062,91000062,,,,Bubble,엘시아,None,,,,None,,,,리아 이 녀석... 또 집을 잔뜩 어지르고 밖에 나갔네.
91000063,91000063,,,,Bubble,엘시아,None,,,,None,,,,섬에 전에 본적 없는 활기가 감돌아요. 그런데 마음이 불안한 이유는 왜일까요?
91000064,91000064,,,,Bubble,엘시아,None,,,,None,,,,"마음이 복잡하시면, 신전 근처에 세워진 여신님의 상을 보는 건 어때요?"
91000070,91000070,,,,Bubble,리아,None,,,,None,,,,저기요! 같이 놀아요!
91000071,91000071,,,,Bubble,리아,None,,,,None,,,,엄마 몰래 빈집 탐험이다!
91000072,91000072,,,,Bubble,리아,None,,,,None,,,,화난 몬스터한테는... 알사탕을 주면 안 될까요?
91000073,91000073,,,,Bubble,리아,None,,,,None,,,,엄마는 신전의 봉사로 바쁘대요!
91000074,91000074,,,,Bubble,리아,None,,,,None,,,,"고요의 숲 탐험을 하려 했는데, 신관 아저씨들이 위험하다고 가지 말래요."
91000080,91000080,,,,Bubble,몰리,None,,,,None,,,,어서 오세요!
91000081,91000081,,,,Bubble,몰리,None,,,,None,,,,뭐가 필요해? 없는 거 빼고 다 파는 거 알지!
91000082,91000082,,,,Bubble,몰리,None,,,,None,,,,주문량이 많네... 기한 안에 맞출 수 있을까?
91000083,91000083,,,,Bubble,몰리,None,,,,None,,,,섬에서의 생활은 어때? 이제 꽤 익숙해졌지?
91000084,91000084,,,,Bubble,몰리,None,,,,None,,,,개척자 같은 사람이 있어서 정말 든든해~
91000090,91000090,,,,Bubble,모네스,None,,,,None,,,,악랄하고 미천한 자들이 초승달 왕좌까지... 정말 가슴 아픈 일입니다.
91000091,91000091,,,,Bubble,모네스,None,,,,None,,,,"낯이 익네요. 혹시 우리, 어디선가 마주친 적이 있나요?"
91000092,91000092,,,,Bubble,모네스,None,,,,None,,,,초승달 왕좌의 선왕들께서도 은퇴하신 뒤엔 이니스 섬에서 지내셨대요...
91000093,91000093,,,,Bubble,모네스,None,,,,None,,,,"어머, 개인적으로 기도를 드릴 시간이군요."
91000100,91000100,,,,Bubble,메이비스,None,,,,None,,,,"어라, 이거 독초잖아? 큰일 날 뻔했네!"
91000101,91000101,,,,Bubble,메이비스,None,,,,None,,,,"섬 해산물도 유명하지만, 제가 채집한 약초도 품질이 꽤 좋아요!"
91000102,91000102,,,,Bubble,메이비스,None,,,,None,,,,"제례가 가까워지면, 불안정한 여신님의 감정에 동조한 몬스터가 많이 보여요."
91000103,91000103,,,,Bubble,메이비스,None,,,,None,,,,여신님의 뿌리 깊은 슬픔은 이즈나 대학살과 관련되어 있다던대요.
91000110,91000110,,,,Bubble,피넬,None,,,,None,,,,우린 이니스 섬을 정복했다! 다음은 고요의 숲으로 가볼까?
91000111,91000111,,,,Bubble,피넬,None,,,,None,,,,오늘의 모험은 분명 이니스 섬 역사에 남을 걸요!
91000112,91000112,,,,Bubble,피넬,None,,,,None,,,,"리오나도 참... 기도 시간에만 맞춰 돌아가면 어른들도 모를 텐데, 겁쟁이!"
91000113,91000113,,,,Bubble,피넬,None,,,,None,,,,난 언젠가 섬을 나가서 위대한 모험을 할 거예요! 아주 위~대한!
91000120,91000120,,,,Bubble,리오나,None,,,,None,,,,돌아가자 피넬... 우리끼리 나가지 말라고 어른들이 그랬잖아.
91000121,91000121,,,,Bubble,리오나,None,,,,None,,,,오늘은 그냥 신전에서 어른들 일이나 도울걸!
91000122,91000122,,,,Bubble,리오나,None,,,,None,,,,"계속 몰래 나오면, 엄마가 피넬이랑 놀지 말라 할 텐데... 그건 싫은데..."
91000123,91000123,,,,Bubble,리오나,None,,,,None,,,,오늘은 집에 가서 뭐라고 변명하지...
91000130,91000130,,,,Bubble,엘로웬,None,,,,None,,,,"여명의 길을 지날 때, 놀 무리가 달려들지는 않던가요?"
91000131,91000131,,,,Bubble,엘로웬,None,,,,None,,,,제례는 누이 신전이 주관하는 이니스 섬에서 가장 큰 행사예요.
91000132,91000132,,,,Bubble,엘로웬,None,,,,None,,,,"신전 일로 정신없긴 해도, 여신님을 위한 봉사라면 기꺼이 해낼 수 있어요!"
91000133,91000133,,,,Bubble,엘로웬,None,,,,None,,,,손님을 맞이하는 일도 제게 주어진 중요한 임무라 생각해요.
91000140,91000140,,,,Bubble,올레이,None,,,,None,,,,정령들의 분위기가 심상치 않네요... 당신도 조심하세요.
91000141,91000141,,,,Bubble,올레이,None,,,,None,,,,기도 말고도... 누이 여신을 가까이 느낄 방안이 없을까요?
91000142,91000142,,,,Bubble,올레이,None,,,,None,,,,숲에 여신님의 기운이 가득해요. 괜히 마음이 경건해지네요.
91000143,91000143,,,,Bubble,올레이,None,,,,None,,,,들으셨어요? 우편 수행자들이 몬스터 습격을 당했다던데요.
91000150,91000150,,,,Bubble,마렌,None,,,,None,,,,섬에 손님이 온다니! 혹시 직접 이야기를 나눌 기회도 있을까요?
91000151,91000151,,,,Bubble,마렌,None,,,,None,,,,기회가 된다면 솔즈리드 반도로 한번 여행을 떠나보고 싶어요.
91000152,91000152,,,,Bubble,마렌,None,,,,None,,,,오늘 날씨 어때 보여요? 이런 날은 꼭 무슨 사건 사고가 나더라고요.
91000153,91000153,,,,Bubble,마렌,None,,,,None,,,,섬에 사람이 없다 보니 수다를 떨 데가 없어요. 그러다 보니 자꾸 여신님만 찾게 되고...
91000160,91000160,,,,Bubble,슬레인,None,,,,None,,,,개인적인 의뢰는 받지 않아요! 배달 건이라면 사원을 통해 전달해 주세요.
91000161,91000161,,,,Bubble,슬레인,None,,,,None,,,,...좀 오래 쉰 것 같은데? 에라 모르겠다!
91000162,91000162,,,,Bubble,슬레인,None,,,,None,,,,하루 종일 이동해서 완전 지쳤어요. 3만 걸음은 걸은 것 같은데...
91000163,91000163,,,,Bubble,슬레인,None,,,,None,,,,이 정도 일했으면 고양이랑 농땡이 좀 쳐도 되잖아요?
91000170,91000170,,,,Bubble,할레스,None,,,,None,,,,들었어? 솔즈리드 반도로 이동하던 상단이 습격당했대.
91000171,91000171,,,,Bubble,할레스,None,,,,None,,,,들었어? 이번 회의에 유명한 인물이 왔대.
91000172,91000172,,,,Bubble,할레스,None,,,,None,,,,위어드윈드라면... 날틀광들만 모인 곳 아니야?
91000173,91000173,,,,Bubble,할레스,None,,,,None,,,,"뭐가 됐든, 이번 제례 회의도 쉽게 끝나진 않을 것 같아."
91000180,91000180,,,,Bubble,시오라,None,,,,None,,,,이번엔 이즈나 왕가에서 안드리온 1세가 직접 온다더라!
91000181,91000181,,,,Bubble,시오라,None,,,,None,,,,고바논 장군? 초승달 왕좌에서 이름 난 젊은 무인이랬는데! 얼굴 한번 보고 싶다!
91000182,91000182,,,,Bubble,시오라,None,,,,None,,,,이번 회의에 위어드윈드 가문 사람이 있다더라?
91000183,91000183,,,,Bubble,시오라,None,,,,None,,,,"솔즈리드도 그렇고, 요즘 누이아 대륙 치안이 안 좋다던데... 회의가 길어지겠네."
91000190,91000190,,,,Bubble,푸딩,None,,,,None,,,,야옹~
91000191,91000191,,,,Bubble,푸딩,None,,,,None,,,,냐앙~
91000192,91000192,,,,Bubble,푸딩,None,,,,None,,,,골골...
91000193,91000193,,,,Bubble,푸딩,None,,,,None,,,,미야아옹?
91000200,91000200,,,,Bubble,데시,None,,,,None,,,,"섬에 저 말고도 수리공은 여럿 있으니, 마음껏 사냥하세요!"
91000201,91000201,,,,Bubble,데시,None,,,,None,,,,전투에 열중하다 보면 내구도가 바닥나는 줄도 모르기 마련이죠.
91000202,91000202,,,,Bubble,데시,None,,,,None,,,,"요즘 몬스터가 늘어서, 장비 수명도 부쩍 짧아진 것 같아요."
91000203,91000203,,,,Bubble,데시,None,,,,None,,,,수리가 필요하면 언제든 맡겨 주세요.
91000210,91000210,,,,Bubble,라스,None,,,,None,,,,내구도가 떨어진 상태의 장비는 거래도 못 해. 알고 있겠지?
91000211,91000211,,,,Bubble,라스,None,,,,None,,,,수리비 아끼려 들지 마라. 네 목숨이랑 같은 거니까.
91000212,91000212,,,,Bubble,라스,None,,,,None,,,,"그 무기, 흠집이 난 것 같은데? 잠깐 봐도 될까."
91000213,91000213,,,,Bubble,라스,None,,,,None,,,,"재료가 다 떨어져가네, 잊지 말고 발주부터 넣어둬야겠어."
91000214,91000214,,,,Bubble,라스,None,,,,None,,,,필요하면 말해.
91000220,91000220,,,,Bubble,코리로,None,,,,None,,,,"축하해 주세요! 견습을 마치고, 정식으로 독립했어요!"
91000221,91000221,,,,Bubble,코리로,None,,,,None,,,,어서 오세요! 수리가 필요한 장비가 있으신가요?
91000222,91000222,,,,Bubble,코리로,None,,,,None,,,,"내구도만 신경 써도, 전투가 훨씬 수월해질걸요!"
91000223,91000223,,,,Bubble,코리로,None,,,,None,,,,아~ 배고프네. 스튜 한 그릇이면 수리도 훨씬 잘될 것 같은데.
91000224,91000224,,,,Bubble,코리로,None,,,,None,,,,내구도가 닳아도 장비는 남아요! 하지만 제 구실은 못하죠.
