OID,Cid,Milestone,Comment,DescName,Desc,GroupCid,SkillLevel,SkillCid,LevelUpPoint,UpgradeStepCondition
1030202,1030202,Dev,3T 천 투구(시작템)_마력 자연 회복력 향상  Lv.2,마력 자연 회복력 향상 Lv.2,,1030201,2,1030202,1,2
1030203,1030203,Dev,3T 천 투구(시작템)_마력 자연 회복력 향상  Lv.3,마력 자연 회복력 향상 Lv.3,,1030201,3,1030203,1,4
1030204,1030204,Dev,3T 천 투구(시작템)_마력 자연 회복력 향상  Lv.4,마력 자연 회복력 향상 Lv.4,,1030201,4,1030204,1,6
1030205,1030205,Dev,3T 천 투구(시작템)_마력 자연 회복력 향상  Lv.5,마력 자연 회복력 향상 Lv.5,,1030201,5,1030205,1,8
1030211,1030211,Dev,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.1,마력 자연 회복력 향상 Lv.1,,1030211,1,1030211,1,0
1030212,1030212,Dev,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.2,마력 자연 회복력 향상 Lv.2,,1030211,2,1030212,1,2
1030213,1030213,Dev,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.3,마력 자연 회복력 향상 Lv.3,,1030211,3,1030213,1,4
1030214,1030214,Dev,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.4,마력 자연 회복력 향상 Lv.4,,1030211,4,1030214,1,6
1030215,1030215,Dev,3T 천 갑옷(시작템)_마력 자연 회복력 향상  Lv.5,마력 자연 회복력 향상 Lv.5,,1030211,5,1030215,1,8
1030221,1030221,Dev,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.1,마력 자연 회복력 향상 Lv.1,,1030221,1,1030221,1,0
1030222,1030222,Dev,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.2,마력 자연 회복력 향상 Lv.2,,1030221,2,1030222,1,2
1030223,1030223,Dev,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.3,마력 자연 회복력 향상 Lv.3,,1030221,3,1030223,1,4
1030224,1030224,Dev,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.4,마력 자연 회복력 향상 Lv.4,,1030221,4,1030224,1,6
1030225,1030225,Dev,3T 천 장갑(시작템)_마력 자연 회복력 향상  Lv.5,마력 자연 회복력 향상 Lv.5,,1030221,5,1030225,1,8
1030231,1030231,Dev,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.1,마력 자연 회복력 향상 Lv.1,,1030231,1,1030231,1,0
1030232,1030232,Dev,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.2,마력 자연 회복력 향상 Lv.2,,1030231,2,1030232,1,2
1030233,1030233,Dev,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.3,마력 자연 회복력 향상 Lv.3,,1030231,3,1030233,1,4
1030234,1030234,Dev,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.4,마력 자연 회복력 향상 Lv.4,,1030231,4,1030234,1,6
1030235,1030235,Dev,3T 천 신발(시작템)_마력 자연 회복력 향상  Lv.5,마력 자연 회복력 향상 Lv.5,,1030231,5,1030235,1,8
1030301,1030301,Dev,3T 천 투구(시작템)_마나 소모량 감소  Lv.1,마나 소모량 감소 Lv.1,,1030301,1,1030301,1,0
1030302,1030302,Dev,3T 천 투구(시작템)_마나 소모량 감소  Lv.2,마나 소모량 감소 Lv.2,,1030301,2,1030302,1,2
1030303,1030303,Dev,3T 천 투구(시작템)_마나 소모량 감소  Lv.3,마나 소모량 감소 Lv.3,,1030301,3,1030303,1,4
1030304,1030304,Dev,3T 천 투구(시작템)_마나 소모량 감소  Lv.4,마나 소모량 감소 Lv.4,,1030301,4,1030304,1,6
1030305,1030305,Dev,3T 천 투구(시작템)_마나 소모량 감소  Lv.5,마나 소모량 감소 Lv.5,,1030301,5,1030305,1,8
1030311,1030311,Dev,3T 천 갑옷(시작템)_피해 감소 향상  Lv.1,피해 감소 향상 Lv.1,,1030311,1,1030311,1,0
1030312,1030312,Dev,3T 천 갑옷(시작템)_피해 감소 향상  Lv.2,피해 감소 향상 Lv.2,,1030311,2,1030312,1,2
1030313,1030313,Dev,3T 천 갑옷(시작템)_피해 감소 향상  Lv.3,피해 감소 향상 Lv.3,,1030311,3,1030313,1,4
1030314,1030314,Dev,3T 천 갑옷(시작템)_피해 감소 향상  Lv.4,피해 감소 향상 Lv.4,,1030311,4,1030314,1,6
1030315,1030315,Dev,3T 천 갑옷(시작템)_피해 감소 향상  Lv.5,피해 감소 향상 Lv.5,,1030311,5,1030315,1,8
1030321,1030321,Dev,3T 천 장갑(시작템)_피해 증가 향상  Lv.1,피해 증가 향상 Lv.1,,1030321,1,1030321,1,0
1030322,1030322,Dev,3T 천 장갑(시작템)_피해 증가 향상  Lv.2,피해 증가 향상 Lv.2,,1030321,2,1030322,1,2
1030323,1030323,Dev,3T 천 장갑(시작템)_피해 증가 향상  Lv.3,피해 증가 향상 Lv.3,,1030321,3,1030323,1,4
1030324,1030324,Dev,3T 천 장갑(시작템)_피해 증가 향상  Lv.4,피해 증가 향상 Lv.4,,1030321,4,1030324,1,6
1030325,1030325,Dev,3T 천 장갑(시작템)_피해 증가 향상  Lv.5,피해 증가 향상 Lv.5,,1030321,5,1030325,1,8
1030331,1030331,Dev,3T 천 신발(시작템)_치유력 향상  Lv.1,치유력 향상 Lv.1,,1030331,1,1030331,1,0
1030332,1030332,Dev,3T 천 신발(시작템)_치유력 향상  Lv.2,치유력 향상 Lv.2,,1030331,2,1030332,1,2
1030333,1030333,Dev,3T 천 신발(시작템)_치유력 향상  Lv.3,치유력 향상 Lv.3,,1030331,3,1030333,1,4
1030334,1030334,Dev,3T 천 신발(시작템)_치유력 향상  Lv.4,치유력 향상 Lv.4,,1030331,4,1030334,1,6
1030335,1030335,Dev,3T 천 신발(시작템)_치유력 향상  Lv.5,치유력 향상 Lv.5,,1030331,5,1030335,1,8
1030401,1030401,Dev,3T 천 투구(시작템)_PVE 피해 증가  Lv.1,PVE 피해 증가 Lv.1,,1030401,1,1030401,1,0
1030402,1030402,Dev,3T 천 투구(시작템)_PVE 피해 증가  Lv.2,PVE 피해 증가 Lv.2,,1030401,2,1030402,1,2
1030403,1030403,Dev,3T 천 투구(시작템)_PVE 피해 증가  Lv.3,PVE 피해 증가 Lv.3,,1030401,3,1030403,1,4
1030404,1030404,Dev,3T 천 투구(시작템)_PVE 피해 증가  Lv.4,PVE 피해 증가 Lv.4,,1030401,4,1030404,1,6
1030405,1030405,Dev,3T 천 투구(시작템)_PVE 피해 증가  Lv.5,PVE 피해 증가 Lv.5,,1030401,5,1030405,1,8
1030411,1030411,Dev,3T 천 갑옷(시작템)_PVE 피해 감소  Lv.1,PVE 피해 감소 Lv.1,,1030411,1,1030411,1,0
1030412,1030412,Dev,3T 천 갑옷(시작템)_PVE 피해 감소  Lv.2,PVE 피해 감소 Lv.2,,1030411,2,1030412,1,2
1030413,1030413,Dev,3T 천 갑옷(시작템)_PVE 피해 감소  Lv.3,PVE 피해 감소 Lv.3,,1030411,3,1030413,1,4
1030414,1030414,Dev,3T 천 갑옷(시작템)_PVE 피해 감소  Lv.4,PVE 피해 감소 Lv.4,,1030411,4,1030414,1,6
1030415,1030415,Dev,3T 천 갑옷(시작템)_PVE 피해 감소  Lv.5,PVE 피해 감소 Lv.5,,1030411,5,1030415,1,8
1030421,1030421,Dev,3T 천 장갑(시작템)_PVE 피해 증가  Lv.1,PVE 피해 증가 Lv.1,,1030421,1,1030421,1,0
1030422,1030422,Dev,3T 천 장갑(시작템)_PVE 피해 증가  Lv.2,PVE 피해 증가 Lv.2,,1030421,2,1030422,1,2
1030423,1030423,Dev,3T 천 장갑(시작템)_PVE 피해 증가  Lv.3,PVE 피해 증가 Lv.3,,1030421,3,1030423,1,4
1030424,1030424,Dev,3T 천 장갑(시작템)_PVE 피해 증가  Lv.4,PVE 피해 증가 Lv.4,,1030421,4,1030424,1,6
1030425,1030425,Dev,3T 천 장갑(시작템)_PVE 피해 증가  Lv.5,PVE 피해 증가 Lv.5,,1030421,5,1030425,1,8
1030431,1030431,Dev,3T 천 신발(시작템)_PVE 피해 감소  Lv.1,PVE 피해 감소 Lv.1,,1030431,1,1030431,1,0
1030432,1030432,Dev,3T 천 신발(시작템)_PVE 피해 감소  Lv.2,PVE 피해 감소 Lv.2,,1030431,2,1030432,1,2
1030433,1030433,Dev,3T 천 신발(시작템)_PVE 피해 감소  Lv.3,PVE 피해 감소 Lv.3,,1030431,3,1030433,1,4
1030434,1030434,Dev,3T 천 신발(시작템)_PVE 피해 감소  Lv.4,PVE 피해 감소 Lv.4,,1030431,4,1030434,1,6
1030435,1030435,Dev,3T 천 신발(시작템)_PVE 피해 감소  Lv.5,PVE 피해 감소 Lv.5,,1030431,5,1030435,1,8
1030501,1030501,Dev,3T 천 투구(시작템)_PVP 피해 증가  Lv.1,PVP 피해 증가 Lv.1,,1030501,1,1030501,1,0
1030502,1030502,Dev,3T 천 투구(시작템)_PVP 피해 증가  Lv.2,PVP 피해 증가 Lv.2,,1030501,2,1030502,1,2
1030503,1030503,Dev,3T 천 투구(시작템)_PVP 피해 증가  Lv.3,PVP 피해 증가 Lv.3,,1030501,3,1030503,1,4
1030504,1030504,Dev,3T 천 투구(시작템)_PVP 피해 증가  Lv.4,PVP 피해 증가 Lv.4,,1030501,4,1030504,1,6
1030505,1030505,Dev,3T 천 투구(시작템)_PVP 피해 증가  Lv.5,PVP 피해 증가 Lv.5,,1030501,5,1030505,1,8
1030511,1030511,Dev,3T 천 갑옷(시작템)_PVP 피해 감소  Lv.1,PVP 피해 감소 Lv.1,,1030511,1,1030511,1,0
1030512,1030512,Dev,3T 천 갑옷(시작템)_PVP 피해 감소  Lv.2,PVP 피해 감소 Lv.2,,1030511,2,1030512,1,2
1030513,1030513,Dev,3T 천 갑옷(시작템)_PVP 피해 감소  Lv.3,PVP 피해 감소 Lv.3,,1030511,3,1030513,1,4
1030514,1030514,Dev,3T 천 갑옷(시작템)_PVP 피해 감소  Lv.4,PVP 피해 감소 Lv.4,,1030511,4,1030514,1,6
1030515,1030515,Dev,3T 천 갑옷(시작템)_PVP 피해 감소  Lv.5,PVP 피해 감소 Lv.5,,1030511,5,1030515,1,8
1030521,1030521,Dev,3T 천 장갑(시작템)_PVP 피해 증가  Lv.1,PVP 피해 증가 Lv.1,,1030521,1,1030521,1,0
1030522,1030522,Dev,3T 천 장갑(시작템)_PVP 피해 증가  Lv.2,PVP 피해 증가 Lv.2,,1030521,2,1030522,1,2
1030523,1030523,Dev,3T 천 장갑(시작템)_PVP 피해 증가  Lv.3,PVP 피해 증가 Lv.3,,1030521,3,1030523,1,4
1030524,1030524,Dev,3T 천 장갑(시작템)_PVP 피해 증가  Lv.4,PVP 피해 증가 Lv.4,,1030521,4,1030524,1,6
1030525,1030525,Dev,3T 천 장갑(시작템)_PVP 피해 증가  Lv.5,PVP 피해 증가 Lv.5,,1030521,5,1030525,1,8
1030531,1030531,Dev,3T 천 신발(시작템)_PVP 피해 감소  Lv.1,PVP 피해 감소 Lv.1,,1030531,1,1030531,1,0
1030532,1030532,Dev,3T 천 신발(시작템)_PVP 피해 감소  Lv.2,PVP 피해 감소 Lv.2,,1030531,2,1030532,1,2
1030533,1030533,Dev,3T 천 신발(시작템)_PVP 피해 감소  Lv.3,PVP 피해 감소 Lv.3,,1030531,3,1030533,1,4
1030534,1030534,Dev,3T 천 신발(시작템)_PVP 피해 감소  Lv.4,PVP 피해 감소 Lv.4,,1030531,4,1030534,1,6
1030535,1030535,Dev,3T 천 신발(시작템)_PVP 피해 감소  Lv.5,PVP 피해 감소 Lv.5,,1030531,5,1030535,1,8
1030601,1030601,Dev,3T 천 투구(시작템)_프록  Lv.1,최후의 방벽 Lv.1,,1030601,1,1030601,1,0
1030602,1030602,Dev,3T 천 투구(시작템)_프록  Lv.2,최후의 방벽 Lv.2,,1030601,2,1030602,1,2
1030603,1030603,Dev,3T 천 투구(시작템)_프록  Lv.3,최후의 방벽 Lv.3,,1030601,3,1030603,1,4
1030604,1030604,Dev,3T 천 투구(시작템)_프록  Lv.4,최후의 방벽 Lv.4,,1030601,4,1030604,1,6
1030605,1030605,Dev,3T 천 투구(시작템)_프록  Lv.5,최후의 방벽 Lv.5,,1030601,5,1030605,1,8
1030611,1030611,Dev,3T 천 갑옷(시작템)_프록  Lv.1,마법 방어막 Lv.1,,1030611,1,1030611,1,0
1030612,1030612,Dev,3T 천 갑옷(시작템)_프록  Lv.2,마법 방어막 Lv.2,,1030611,2,1030612,1,2
1030613,1030613,Dev,3T 천 갑옷(시작템)_프록  Lv.3,마법 방어막 Lv.3,,1030611,3,1030613,1,4
1030614,1030614,Dev,3T 천 갑옷(시작템)_프록  Lv.4,마법 방어막 Lv.4,,1030611,4,1030614,1,6
1030615,1030615,Dev,3T 천 갑옷(시작템)_프록  Lv.5,마법 방어막 Lv.5,,1030611,5,1030615,1,8
1030621,1030621,Dev,3T 천 장갑(시작템)_프록  Lv.1,유성 Lv.1,,1030621,1,1030621,1,0
1030622,1030622,Dev,3T 천 장갑(시작템)_프록  Lv.2,유성 Lv.2,,1030621,2,1030622,1,2
1030623,1030623,Dev,3T 천 장갑(시작템)_프록  Lv.3,유성 Lv.3,,1030621,3,1030623,1,4
1030624,1030624,Dev,3T 천 장갑(시작템)_프록  Lv.4,유성 Lv.4,,1030621,4,1030624,1,6
1030625,1030625,Dev,3T 천 장갑(시작템)_프록  Lv.5,유성 Lv.5,,1030621,5,1030625,1,8
1030631,1030631,Dev,3T 천 신발(시작템)_프록  Lv.1,전환의 숨 Lv.1,,1030631,1,1030631,1,0
1030632,1030632,Dev,3T 천 신발(시작템)_프록  Lv.2,전환의 숨 Lv.2,,1030631,2,1030632,1,2
1030633,1030633,Dev,3T 천 신발(시작템)_프록  Lv.3,전환의 숨 Lv.3,,1030631,3,1030633,1,4
1030634,1030634,Dev,3T 천 신발(시작템)_프록  Lv.4,전환의 숨 Lv.4,,1030631,4,1030634,1,6
1030635,1030635,Dev,3T 천 신발(시작템)_프록  Lv.5,전환의 숨 Lv.5,,1030631,5,1030635,1,8
1100001,1100001,Dev,숨 고르기 Lv.1,숨 고르기 Lv.1,최대 5초의 채널링 동안 체력을 전체 체력의 40%만큼 회복합니다. 0.5초 마다 4%씩 회복합니다. 레벨업 효과  재사용 대기시간 감소,1100001,1,1100001,1,0
1100002,1100002,Dev,숨 고르기 Lv.2,숨 고르기 Lv.2,최대 5초의 채널링 동안 체력을 전체 체력의 40%만큼 회복합니다. 0.5초 마다 4%씩 회복합니다. 레벨업 효과  재사용 대기시간 감소,1100001,2,1100002,1,2
1100003,1100003,Dev,숨 고르기 Lv.3,숨 고르기 Lv.3,최대 5초의 채널링 동안 체력을 전체 체력의 40%만큼 회복합니다. 0.5초 마다 4%씩 회복합니다. 레벨업 효과  재사용 대기시간 감소,1100001,3,1100003,1,4
1100004,1100004,Dev,숨 고르기 Lv.4,숨 고르기 Lv.4,최대 5초의 채널링 동안 체력을 전체 체력의 40%만큼 회복합니다. 0.5초 마다 4%씩 회복합니다. 레벨업 효과  재사용 대기시간 감소,1100001,4,1100004,1,6
1100005,1100005,Dev,숨 고르기 Lv.5,숨 고르기 Lv.5,최대 5초의 채널링 동안 체력을 전체 체력의 40%만큼 회복합니다. 0.5초 마다 4%씩 회복합니다. 레벨업 효과  재사용 대기시간 감소,1100001,5,1100005,1,8
1100051,1100051,Dev,멜리사라의 그림자 Lv.1,멜리사라의 그림자 Lv.1,멜리사라의 힘을 받아 모든 일반 공격을 회피합니다. 레벨업 효과  재사용 대기시간 감소  멜리사라의 그림자 지속 시간 증가,1100051,1,1100051,1,0
1100052,1100052,Dev,멜리사라의 그림자 Lv.2,멜리사라의 그림자 Lv.2,멜리사라의 힘을 받아 모든 일반 공격을 회피합니다. 레벨업 효과  재사용 대기시간 감소  멜리사라의 그림자 지속 시간 증가,1100051,2,1100052,1,2
1100053,1100053,Dev,멜리사라의 그림자 Lv.3,멜리사라의 그림자 Lv.3,멜리사라의 힘을 받아 모든 일반 공격을 회피합니다. 레벨업 효과  재사용 대기시간 감소  멜리사라의 그림자 지속 시간 증가,1100051,3,1100053,1,4
1100054,1100054,Dev,멜리사라의 그림자 Lv.4,멜리사라의 그림자 Lv.4,멜리사라의 힘을 받아 모든 일반 공격을 회피합니다. 레벨업 효과  재사용 대기시간 감소  멜리사라의 그림자 지속 시간 증가,1100051,4,1100054,1,6
1100055,1100055,Dev,멜리사라의 그림자 Lv.5,멜리사라의 그림자 Lv.5,멜리사라의 힘을 받아 모든 일반 공격을 회피합니다. 레벨업 효과  재사용 대기시간 감소  멜리사라의 그림자 지속 시간 증가,1100051,5,1100055,1,8
1100101,1100101,Dev,물러서기 Lv.1,물러서기 Lv.1,"지정한 방향 반대로 도약하며, 잠시 이동 속도가 증가합니다. 레벨업 효과  재사용 대기시간 감소  이동 속도 증가 수치 증가  이동 속도 증가 지속 시간 증가",1100101,1,1100101,1,0
1100102,1100102,Dev,물러서기 Lv.2,물러서기 Lv.2,"지정한 방향 반대로 도약하며, 잠시 이동 속도가 증가합니다. 레벨업 효과  재사용 대기시간 감소  이동 속도 증가 수치 증가  이동 속도 증가 지속 시간 증가",1100101,2,1100102,1,2
1100103,1100103,Dev,물러서기 Lv.3,물러서기 Lv.3,"지정한 방향 반대로 도약하며, 잠시 이동 속도가 증가합니다. 레벨업 효과  재사용 대기시간 감소  이동 속도 증가 수치 증가  이동 속도 증가 지속 시간 증가",1100101,3,1100103,1,4
1100104,1100104,Dev,물러서기 Lv.4,물러서기 Lv.4,"지정한 방향 반대로 도약하며, 잠시 이동 속도가 증가합니다. 레벨업 효과  재사용 대기시간 감소  이동 속도 증가 수치 증가  이동 속도 증가 지속 시간 증가",1100101,4,1100104,1,6
1100105,1100105,Dev,물러서기 Lv.5,물러서기 Lv.5,"지정한 방향 반대로 도약하며, 잠시 이동 속도가 증가합니다. 레벨업 효과  재사용 대기시간 감소  이동 속도 증가 수치 증가  이동 속도 증가 지속 시간 증가",1100101,5,1100105,1,8
1110001,1110001,Dev,1T 가죽 투구(시작템)_최대 마력 향상  Lv.1,공격 속도 향상 Lv.1,,1110001,1,1110001,1,0
1110002,1110002,Dev,1T 가죽 투구(시작템)_최대 마력 향상  Lv.2,공격 속도 향상 Lv.2,,1110001,2,1110002,1,2
1110003,1110003,Dev,1T 가죽 투구(시작템)_최대 마력 향상  Lv.3,공격 속도 향상 Lv.3,,1110001,3,1110003,1,4
1110004,1110004,Dev,1T 가죽 투구(시작템)_최대 마력 향상  Lv.4,공격 속도 향상 Lv.4,,1110001,4,1110004,1,6
1110005,1110005,Dev,1T 가죽 투구(시작템)_최대 마력 향상  Lv.5,공격 속도 향상 Lv.5,,1110001,5,1110005,1,8
1110011,1110011,Dev,1T 가죽 갑옷(시작템)_최대 마력 향상  Lv.1,공격 속도 향상 Lv.1,,1110011,1,1110011,1,0
1110012,1110012,Dev,1T 가죽 갑옷(시작템)_최대 마력 향상  Lv.2,공격 속도 향상 Lv.2,,1110011,2,1110012,1,2
1110013,1110013,Dev,1T 가죽 갑옷(시작템)_최대 마력 향상  Lv.3,공격 속도 향상 Lv.3,,1110011,3,1110013,1,4
1110014,1110014,Dev,1T 가죽 갑옷(시작템)_최대 마력 향상  Lv.4,공격 속도 향상 Lv.4,,1110011,4,1110014,1,6
1110015,1110015,Dev,1T 가죽 갑옷(시작템)_최대 마력 향상  Lv.5,공격 속도 향상 Lv.5,,1110011,5,1110015,1,8
1110021,1110021,Dev,1T 가죽 장갑(시작템)_최대 마력 향상  Lv.1,공격 속도 향상 Lv.1,,1110021,1,1110021,1,0
1110022,1110022,Dev,1T 가죽 장갑(시작템)_최대 마력 향상  Lv.2,공격 속도 향상 Lv.2,,1110021,2,1110022,1,2
1110023,1110023,Dev,1T 가죽 장갑(시작템)_최대 마력 향상  Lv.3,공격 속도 향상 Lv.3,,1110021,3,1110023,1,4
1110024,1110024,Dev,1T 가죽 장갑(시작템)_최대 마력 향상  Lv.4,공격 속도 향상 Lv.4,,1110021,4,1110024,1,6
1110025,1110025,Dev,1T 가죽 장갑(시작템)_최대 마력 향상  Lv.5,공격 속도 향상 Lv.5,,1110021,5,1110025,1,8
1110031,1110031,Dev,1T 가죽 신발(시작템)_최대 마력 향상  Lv.1,공격 속도 향상 Lv.1,,1110031,1,1110031,1,0
1110032,1110032,Dev,1T 가죽 신발(시작템)_최대 마력 향상  Lv.2,공격 속도 향상 Lv.2,,1110031,2,1110032,1,2
1110033,1110033,Dev,1T 가죽 신발(시작템)_최대 마력 향상  Lv.3,공격 속도 향상 Lv.3,,1110031,3,1110033,1,4
1110034,1110034,Dev,1T 가죽 신발(시작템)_최대 마력 향상  Lv.4,공격 속도 향상 Lv.4,,1110031,4,1110034,1,6
1110035,1110035,Dev,1T 가죽 신발(시작템)_최대 마력 향상  Lv.5,공격 속도 향상 Lv.5,,1110031,5,1110035,1,8
1110101,1110101,Dev,1T 가죽 투구(시작템)_주는 피해 증가 향상  Lv.1,치명타 피해 증가 향상 Lv.1,,1110101,1,1110101,1,0
1110102,1110102,Dev,1T 가죽 투구(시작템)_주는 피해 증가 향상  Lv.2,치명타 피해 증가 향상 Lv.2,,1110101,2,1110102,1,2
1110103,1110103,Dev,1T 가죽 투구(시작템)_주는 피해 증가 향상  Lv.3,치명타 피해 증가 향상 Lv.3,,1110101,3,1110103,1,4
1110104,1110104,Dev,1T 가죽 투구(시작템)_주는 피해 증가 향상  Lv.4,치명타 피해 증가 향상 Lv.4,,1110101,4,1110104,1,6
1110105,1110105,Dev,1T 가죽 투구(시작템)_주는 피해 증가 향상  Lv.5,치명타 피해 증가 향상 Lv.5,,1110101,5,1110105,1,8
1110111,1110111,Dev,1T 가죽 갑옷(시작템)_주는 피해 증가 향상  Lv.1,치명타 피해 증가 향상 Lv.1,,1110111,1,1110111,1,0
1110112,1110112,Dev,1T 가죽 갑옷(시작템)_주는 피해 증가 향상  Lv.2,치명타 피해 증가 향상 Lv.2,,1110111,2,1110112,1,2
1110113,1110113,Dev,1T 가죽 갑옷(시작템)_주는 피해 증가 향상  Lv.3,치명타 피해 증가 향상 Lv.3,,1110111,3,1110113,1,4
1110114,1110114,Dev,1T 가죽 갑옷(시작템)_주는 피해 증가 향상  Lv.4,치명타 피해 증가 향상 Lv.4,,1110111,4,1110114,1,6
1110115,1110115,Dev,1T 가죽 갑옷(시작템)_주는 피해 증가 향상  Lv.5,치명타 피해 증가 향상 Lv.5,,1110111,5,1110115,1,8
1110121,1110121,Dev,1T 가죽 장갑(시작템)_주는 피해 증가 향상  Lv.1,치명타 피해 증가 향상 Lv.1,,1110121,1,1110121,1,0
1110122,1110122,Dev,1T 가죽 장갑(시작템)_주는 피해 증가 향상  Lv.2,치명타 피해 증가 향상 Lv.2,,1110121,2,1110122,1,2
1110123,1110123,Dev,1T 가죽 장갑(시작템)_주는 피해 증가 향상  Lv.3,치명타 피해 증가 향상 Lv.3,,1110121,3,1110123,1,4
1110124,1110124,Dev,1T 가죽 장갑(시작템)_주는 피해 증가 향상  Lv.4,치명타 피해 증가 향상 Lv.4,,1110121,4,1110124,1,6
1110125,1110125,Dev,1T 가죽 장갑(시작템)_주는 피해 증가 향상  Lv.5,치명타 피해 증가 향상 Lv.5,,1110121,5,1110125,1,8
1110131,1110131,Dev,1T 가죽 신발(시작템)_주는 피해 증가 향상  Lv.1,치명타 피해 증가 향상 Lv.1,,1110131,1,1110131,1,0
1110132,1110132,Dev,1T 가죽 신발(시작템)_주는 피해 증가 향상  Lv.2,치명타 피해 증가 향상 Lv.2,,1110131,2,1110132,1,2
1110133,1110133,Dev,1T 가죽 신발(시작템)_주는 피해 증가 향상  Lv.3,치명타 피해 증가 향상 Lv.3,,1110131,3,1110133,1,4
1110134,1110134,Dev,1T 가죽 신발(시작템)_주는 피해 증가 향상  Lv.4,치명타 피해 증가 향상 Lv.4,,1110131,4,1110134,1,6
1110135,1110135,Dev,1T 가죽 신발(시작템)_주는 피해 증가 향상  Lv.5,치명타 피해 증가 향상 Lv.5,,1110131,5,1110135,1,8
1110201,1110201,Dev,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.1,마력 자연 회복력 향상 Lv.1,,1110201,1,1110201,1,0
1110202,1110202,Dev,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.2,마력 자연 회복력 향상 Lv.2,,1110201,2,1110202,1,2
1110203,1110203,Dev,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.3,마력 자연 회복력 향상 Lv.3,,1110201,3,1110203,1,4
1110204,1110204,Dev,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.4,마력 자연 회복력 향상 Lv.4,,1110201,4,1110204,1,6
1110205,1110205,Dev,1T 가죽 투구(시작템)_마력 자연 회복력 향상  Lv.5,마력 자연 회복력 향상 Lv.5,,1110201,5,1110205,1,8
1110211,1110211,Dev,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.1,마력 자연 회복력 향상 Lv.1,,1110211,1,1110211,1,0
1110212,1110212,Dev,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.2,마력 자연 회복력 향상 Lv.2,,1110211,2,1110212,1,2
1110213,1110213,Dev,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.3,마력 자연 회복력 향상 Lv.3,,1110211,3,1110213,1,4
1110214,1110214,Dev,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.4,마력 자연 회복력 향상 Lv.4,,1110211,4,1110214,1,6
1110215,1110215,Dev,1T 가죽 갑옷(시작템)_마력 자연 회복력 향상  Lv.5,마력 자연 회복력 향상 Lv.5,,1110211,5,1110215,1,8
1110221,1110221,Dev,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.1,마력 자연 회복력 향상 Lv.1,,1110221,1,1110221,1,0
1110222,1110222,Dev,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.2,마력 자연 회복력 향상 Lv.2,,1110221,2,1110222,1,2
1110223,1110223,Dev,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.3,마력 자연 회복력 향상 Lv.3,,1110221,3,1110223,1,4
1110224,1110224,Dev,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.4,마력 자연 회복력 향상 Lv.4,,1110221,4,1110224,1,6
1110225,1110225,Dev,1T 가죽 장갑(시작템)_마력 자연 회복력 향상  Lv.5,마력 자연 회복력 향상 Lv.5,,1110221,5,1110225,1,8
1110231,1110231,Dev,1T 가죽 신발(시작템)_마력 자연 회복력 향상  Lv.1,마력 자연 회복력 향상 Lv.1,,1110231,1,1110231,1,0
1110232,1110232,Dev,1T 가죽 신발(시작템)_마력 자연 회복력 향상  Lv.2,마력 자연 회복력 향상 Lv.2,,1110231,2,1110232,1,2
1110233,1110233,Dev,1T 가죽 신발(시작템)_마력 자연 회복력 향상  Lv.3,마력 자연 회복력 향상 Lv.3,,1110231,3,1110233,1,4
1110234,1110234,Dev,1T 가죽 신발(시작템)_마력 자연 회복력 향상  Lv.4,마력 자연 회복력 향상 Lv.4,,1110231,4,1110234,1,6
1110235,1110235,Dev,1T 가죽 신발(시작템)_마력 자연 회복력 향상  Lv.5,마력 자연 회복력 향상 Lv.5,,1110231,5,1110235,1,8
1110301,1110301,Dev,1T 가죽 투구(시작템)_치명타 확률  Lv.1,치명타 확률 Lv.1,,1110301,1,1110301,1,0
1110302,1110302,Dev,1T 가죽 투구(시작템)_치명타 확률  Lv.2,치명타 확률 Lv.2,,1110301,2,1110302,1,2
1110303,1110303,Dev,1T 가죽 투구(시작템)_치명타 확률  Lv.3,치명타 확률 Lv.3,,1110301,3,1110303,1,4
