OID,Cid,Comment,DescName,MaxStack
111006,111006,,네손가락 장화,1
111007,111007,,수습공의 신발,1
111008,111008,,감시자의 장화,1
111101,111101,,모험가의 망토,1
111102,111102,,말도둑의 망토,1
111103,111103,,수습공의 망토,1
111201,111201,,흰 무명 속옷,1
111202,111202,,수습공의 속옷,1
111301,111301,,초승달 가죽 허리끈,1
111302,111302,,수습공의 허리띠,1
111401,111401,,수리부엉이의 귀,1
111402,111402,,은빛 창 귀걸이,1
111403,111403,,흰구름결 액막이,1
111404,111404,,남방의 은귀걸이,1
111405,111405,,휘파람의 약속,1
111406,111406,,수습공의 귀걸이,1
111501,111501,,달밤의 가호,1
111502,111502,,매의 발톱 목걸이,1
111503,111503,,꿈결 매듭 목걸이,1
111504,111504,,초승달 목깃,1
111505,111505,,수습공의 목걸이,1
111601,111601,,모험가의 팔찌,1
111602,111602,,말도둑의 팔찌,1
111603,111603,,수습공의 팔찌,1
111701,111701,,숲의 수호자 액막이,1
111702,111702,,하얀 나무 매듭 가락지,1
111703,111703,,호랑이 무늬 고리,1
111704,111704,,황조롱이 가락지,1
111705,111705,,춤추는 전사의 가락지,1
111706,111706,,거인 퇴치자의 고리,1
111707,111707,,밤의 눈동자,1
111708,111708,,뱀의 또아리,1
111709,111709,,에오카드의 맹세,1
111710,111710,,수습공의 반지,1
111801,111801,,예언자의 부적,1
111802,111802,,전사의 부적,1
111803,111803,,사냥꾼의 부적,1
111804,111804,,수습공의 부적,1
112100,112100,,첫걸음 총,1
112101,112101,,불한당의 총,1
112102,112102,,나그네의 총,1
112103,112103,,자유 수색대의 총,1
112104,112104,,전문 경비대의 총,1
112105,112105,,무쇠 마을의 총,1
112106,112106,,서방 이슈바라의 총,1
112107,112107,,상인 연합의 총,1
112108,112108,,용병 조합의 총,1
112109,112109,,자유 무역단의 총,1
112110,112110,,수습공의 총,1
113100,113100,,첫걸음 마도서,1
113101,113101,,초승달 왕좌의 마도서,1
113102,113102,,떠돌이의 마도서,1
113103,113103,,이니스테르의 마도서,1
113104,113104,,빛바랜 땅의 마도서,1
113105,113105,,학자의 마도서,1
113106,113106,,북방 이슈바라의 마도서,1
113107,113107,,마법 학회의 마도서,1
113108,113108,,추방자의 마도서,1
113109,113109,,암굴의 마도서,1
113110,113110,,수습공의 마도서,1
120101,120101,,여우별,1
120102,120102,,사려깊은 조언자,1
120103,120103,,피바람의 부름,1
120104,120104,,고요히 몰아치는 바람,1
120105,120105,,흑요석 태도,1
120106,120106,,명인의 검,1
120201,120201,,타오르지 않는 불꽃,1
120202,120202,,투지의 노래,1
120203,120203,,불탄 성의 집행자,1
120204,120204,,야수 도살자,1
120205,120205,,흑요석 대검,1
120206,120206,,명인의 대검,1
120301,120301,,그림자 가위,1
120302,120302,,유성 빛살,1
120303,120303,,늑대 송곳니,1
120304,120304,,방울뱀 송곳니,1
120305,120305,,흑요석 비수,1
120306,120306,,명인의 단검,1
120401,120401,,베어의 갈고리 활,1
120402,120402,,초원의 별빛,1
120403,120403,,독수리의 사냥감,1
120404,120404,,가혹한 돌개바람,1
120405,120405,,흑요석 활,1
120406,120406,,명인의 활,1
120501,120501,,서풍의 숨결,1
120502,120502,,그림자 지우개,1
120503,120503,,별하늘 열쇠,1
120504,120504,,미리내,1
120505,120505,,흑요석 지팡이,1
120506,120506,,명인의 지팡이,1
120601,120601,,순록 부족 투구,1
120602,120602,,고대 신앙자 사제모,1
120603,120603,,검은상아 밀렵단 두건,1
120604,120604,,말리카족 전통 관,1
120605,120605,,이즈나 해방전선 두건,1
120606,120606,,악마 사냥꾼 투구,1
120607,120607,,이프나의 후예 관,1
120608,120608,,에아나드 사서의 복면,1
120609,120609,,신봉자의 두건,1
120610,120610,,검은 모래회 투구,1
120611,120611,,지식의 머리띠,1
120612,120612,,명인의 투구,1
120613,120613,,무명 병사의 투구,1
120614,120614,,검은 망자의 투구,1
120615,120615,,구도자의 투구,1
120701,120701,,숨겨진 날개 흉갑,1
120702,120702,,순록 부족 흉갑,1
120703,120703,,고대 신앙자 수단,1
120704,120704,,검은상아 밀렵단 조끼,1
120705,120705,,말리카족 전통 상의,1
120706,120706,,이즈나 해방전선 조끼,1
120707,120707,,악마 사냥꾼 흉갑,1
120708,120708,,이프나의 후예 상의,1
120709,120709,,에아나드 사서의 흉갑,1
120710,120710,,신봉자의 상의,1
120711,120711,,검은 모래회 흉갑,1
120712,120712,,지식의 상의,1
120713,120713,,명인의 흉갑,1
120714,120714,,무명 병사의 상의,1
120715,120715,,검은 망자의 흉갑,1
120716,120716,,구도자의 상의,1
120801,120801,,숨겨진 날개 경갑,1
120802,120802,,순록 부족 경갑,1
120803,120803,,고대 신앙자 하의,1
120804,120804,,검은상아 밀렵단 바지,1
120805,120805,,말리카족 전통 하의,1
120806,120806,,이즈나 해방전선 바지,1
120807,120807,,악마 사냥꾼 경갑,1
120808,120808,,이프나의 후예 하의,1
120809,120809,,에아나드 사서의 경갑,1
120810,120810,,신봉자의 바지,1
120811,120811,,검은 모래회 경갑,1
120812,120812,,지식의 하의,1
120813,120813,,명인의 경갑,1
120814,120814,,무명 병사의 하의,1
120815,120815,,검은 망자의 경갑,1
120816,120816,,구도자의 하의,1
120901,120901,,순록 부족 장갑,1
120902,120902,,고대 신앙자 장갑,1
120903,120903,,검은상아 밀렵단 장갑,1
120904,120904,,말리카족 전통 장갑,1
120905,120905,,이즈나 해방전선 장갑,1
120906,120906,,악마 사냥꾼 장갑,1
120907,120907,,이프나의 후예 장갑,1
120908,120908,,에아나드 사서의 장갑,1
120909,120909,,신봉자의 장갑,1
120910,120910,,검은 모래회 장갑,1
120911,120911,,지식의 토시,1
120912,120912,,명인의 장갑,1
120913,120913,,무명 병사의 장갑,1
120914,120914,,검은 망자의 장갑,1
120915,120915,,구도자의 장갑,1
121001,121001,,순록 부족 장화,1
121002,121002,,고대 신앙자 신발,1
121003,121003,,검은상아 밀렵단 장화,1
121004,121004,,말리카족 전통 신발,1
121005,121005,,이즈나 해방전선 신발,1
121006,121006,,악마 사냥꾼 전투화,1
121007,121007,,이프나의 후예 신발,1
121008,121008,,에아나드 사서의 장화,1
121009,121009,,신봉자의 신발,1
121010,121010,,검은 모래회 전투화,1
121011,121011,,지식의 신발,1
121012,121012,,명인의 장화,1
121013,121013,,무명 병사의 신발,1
121014,121014,,검은 망자의 장화,1
121015,121015,,구도자의 신발,1
121101,121101,,눈속임 망토,1
121102,121102,,무뢰한의 망토,1
121103,121103,,추격자의 망토,1
121104,121104,,무법자의 망토,1
121201,121201,,검은 고양이 속옷,1
121202,121202,,매혹적인 흑진주 속옷,1
121203,121203,,붉은 나비 속옷,1
121204,121204,,푸른 바다 속옷,1
121205,121205,,해적의 속옷,1
121301,121301,,붉은 태양 허리끈,1
121302,121302,,근위 마법사 허리띠,1
121303,121303,,어두운 심연의 혁대,1
121304,121304,,기사의 요대,1
121401,121401,,세찬 바람,1
121402,121402,,맹신의 힘,1
121403,121403,,선원의 귀걸이,1
121404,121404,,욕망의 귀걸이,1
121405,121405,,잠식된 귀걸이,1
121501,121501,,모래바람의 씨앗,1
121502,121502,,하리하랄라야의 정수,1
121503,121503,,엘테르의 수호 목걸이,1
121504,121504,,용의 눈 목걸이,1
121505,121505,,원로회의 용 매듭 목걸이,1
121506,121506,,까마귀의 화인 목걸이,1
121507,121507,,핏빛안개 부족의 목걸이,1
121508,121508,,후회의 목걸이,1
121509,121509,,돌아오지 않는 메아리,1
121510,121510,,통달의 목걸이,1
121511,121511,,잠식된 목걸이,1
121601,121601,,눈속임 팔찌,1
121602,121602,,무뢰한의 팔찌,1
121603,121603,,추격자의 팔찌,1
121604,121604,,경비병의 팔찌,1
121605,121605,,타락의 팔찌,1
121606,121606,,잠식된 팔찌,1
121701,121701,,바다 여신의 물방울,1
121702,121702,,퇴역 용사의 증표,1
121703,121703,,비밀 서약의 반지,1
121704,121704,,북녘별 새김 반지,1
121705,121705,,고요한 노을 반지,1
121706,121706,,슬픔의 반지,1
121707,121707,,개안의 반지,1
121708,121708,,잠식된 반지,1
121801,121801,,살리움의 부적,1
121802,121802,,일리온의 부적,1
121803,121803,,손때 묻은 부적,1
121804,121804,,신목의 부적,1
121805,121805,,은거의 부적,1
121806,121806,,무명 병사의 눈물,1
121807,121807,,혜안의 부적,1
121808,121808,,잠식된 부적,1
122101,122101,,파도의 상처,1
122102,122102,,지평선의 흔적,1
122103,122103,,바람의 가시,1
122104,122104,,기약의 별,1
122105,122105,,흑요석 총,1
122106,122106,,명인의 총,1
123101,123101,,올빼미의 진의,1
123102,123102,,영롱한 기록서,1
123103,123103,,마력의 종착지,1
123104,123104,,황혼의 꿈,1
123105,123105,,흑요석 마도서,1
123106,123106,,명인의 마도서,1
130101,130101,,그믐,1
130102,130102,,야수왕의 푸른 송곳니,1
130103,130103,,폭풍 질주,1
130104,130104,,핏빛 안개 칼날,1
130105,130105,,달,1
130106,130106,,영원의 검,1
130107,130107,,푸른 호수의 의지,1
130201,130201,,번개신의 오른팔,1
130202,130202,,굳센 결속의 증거,1
130203,130203,,천국의 황혼,1
130204,130204,,일격 참마도,1
130205,130205,,눈물,1
130206,130206,,영원의 대검,1
130207,130207,,거친 폭포의 잔재,1
130301,130301,,피바다,1
130302,130302,,수정 고드름,1
130303,130303,,새벽빛 노래,1
130304,130304,,이니스의 얼음 아가씨,1
130305,130305,,갈망,1
130306,130306,,영원의 단검,1
130307,130307,,아득한 호수의 어둠,1
130401,130401,,늦가을의 전언,1
130402,130402,,별바라기,1
130403,130403,,마탄의 사수,1
130404,130404,,살모사의 독아,1
130405,130405,,떠돌이,1
130406,130406,,영원의 활,1
130407,130407,,위대한 강의 바람,1
130501,130501,,고대의 열망,1
130502,130502,,바다뱀의 살의,1
130503,130503,,교활한 번뜩임,1
130504,130504,,창백한 노을,1
130505,130505,,눈망울,1
130506,130506,,영원의 지팡이,1
130507,130507,,고요한 물결의 주인,1
130601,130601,,고요한 비취 머리깃,1
130602,130602,,하얀 숲의 수호자 투구,1
130603,130603,,요어랜드 극단 모자,1
130604,130604,,그림자매 복면,1
130605,130605,,안식의 머리띠,1
130606,130606,,대가의 투구,1
130607,130607,,비밀 정보꾼 투구,1
130608,130608,,검붉은 자의 투구,1
130609,130609,,팔로스 기사의 투구,1
130701,130701,,고요한 비취 상의,1
130702,130702,,하얀 숲의 수호자 흉갑,1
130703,130703,,요어랜드 극단 정복,1
130704,130704,,그림자매 가슴받이,1
130705,130705,,안식의 상의,1
130706,130706,,대가의 흉갑,1
130707,130707,,비밀 정보꾼 상의,1
130708,130708,,검붉은 자의 흉갑,1
130709,130709,,팔로스 기사의 흉갑,1
130801,130801,,고요한 비취 하의,1
130802,130802,,하얀 숲의 수호자 경갑,1
130803,130803,,요어랜드 극단 바지,1
130804,130804,,그림자매 바지,1
130805,130805,,안식의 하의,1
130806,130806,,대가의 경갑,1
130807,130807,,비밀 정보꾼 하의,1
130808,130808,,검붉은 자의 경갑,1
130809,130809,,팔로스 기사의 경갑,1
130901,130901,,고요한 비취 장갑,1
130902,130902,,하얀 숲의 수호자 장갑,1
130903,130903,,요어랜드 극단 장갑,1
130904,130904,,그림자매 장갑,1
130905,130905,,안식의 토시,1
130906,130906,,대가의 장갑,1
130907,130907,,비밀 정보꾼 장갑,1
130908,130908,,검붉은 자의 장갑,1
130909,130909,,팔로스 기사의 장갑,1
131001,131001,,고요한 비취 신발,1
131002,131002,,하얀 숲의 수호자 장화,1
131003,131003,,요어랜드 극단 신발,1
131004,131004,,그림자매 장화,1
131005,131005,,안식의 신발,1
131006,131006,,대가의 장화,1
131007,131007,,비밀 정보꾼 신발,1
131008,131008,,검붉은 자의 장화,1
131009,131009,,팔로스 기사의 장화,1
131101,131101,,검은 거미의 망토,1
131102,131102,,잿빛 코끼리의 망토,1
131103,131103,,하늘빛 공작새의 망토,1
131104,131104,,안델프의 망토,1
131105,131105,,붉은빛 호랑이의 망토,1
131106,131106,,하얀 사자의 망토,1
131108,131108,,희생된 종자의 망토,1
131201,131201,,피 묻은 손 휘장,1
131202,131202,,매의 형제들 휘장,1
131203,131203,,전나무의 성 경비대 휘장,1
131204,131204,,상인 연합 휘장,1
131206,131206,,희생된 종자의 휘장,1
131301,131301,,춤추는 여신의 허리띠,1
131302,131302,,미쳐버린 은둔자의 가죽 혁대,1
131303,131303,,깊은 악몽의 판금 요대,1
131304,131304,,엘프 추적자의 허리띠,1
131306,131306,,희생된 종자의 요대,1
131401,131401,,인어의 숨결,1
131402,131402,,노르예트 가문의 귀걸이,1
131403,131403,,신목의 귀걸이,1
131501,131501,,어둠의 허물,1
131502,131502,,쌍두사의 속삭임,1
131503,131503,,위어드윈드 가문의 목걸이,1
131504,131504,,잊혀진 해적의 목걸이,1
131505,131505,,갇힌 파괴자의 묵상,1
131506,131506,,꼬리 무는 뱀,1
131507,131507,,독니 엮인 테,1
131508,131508,,누이마리 목걸이,1
131510,131510,,버려진 종자의 목걸이,1
131601,131601,,다리가 여섯달린 말의 팔찌,1
131602,131602,,초승달과 돛단배의 팔찌,1
131603,131603,,약초에 얽힌 왕관의 팔찌,1
131604,131604,,카어노르드의 팔찌,1
131701,131701,,노을마리 반지,1
131702,131702,,신의 방패 반지,1
131703,131703,,부덕한 패왕의 봉인,1
131704,131704,,장막의 지배자 반지,1
131705,131705,,밤의 수호자 반지,1
131706,131706,,황금 혀 반지,1
131707,131707,,붉은 수정 반지,1
131708,131708,,원한 어린 뱀의 눈,1
131709,131709,,트리스테 가문의 반지,1
131710,131710,,거센 소용돌이,1
131711,131711,,불꽃 새김 반지,1
131712,131712,,잊혀진 해적의 반지,1
131714,131714,,버려진 종자의 반지,1
131801,131801,,여섯 현인의 맹세,1
131802,131802,,에오카데스의 결의,1
131803,131803,,페레단 왕가의 유산,1
131804,131804,,이즈나 왕가의 의지,1
131805,131805,,마하데비의 부적,1
131807,131807,,버려진 종자의 부적,1
132101,132101,,맴도는 증오,1
132102,132102,,떠도는 흐느낌,1
132103,132103,,안델프의 총,1
132104,132104,,사선의 기억,1
132105,132105,,광야의 잔재,1
132106,132106,,영원의 총,1
132107,132107,,파도에 깃든 분노,1
133101,133101,,밤을 이끄는 증오,1
133102,133102,,침묵자의 기로,1
133103,133103,,깊은 숲의 기억,1
133104,133104,,밤과 어둠의 여정,1
133105,133105,,망각의 그늘,1
133106,133106,,영원의 마도서,1
133107,133107,,예언자의 잿빛 분노,1
140101,140101,,뜨거운 맹세,1
140102,140102,,차가운 비탄,1
140103,140103,,몰락한 달,1
140104,140104,,에페리움의 검,1
140201,140201,,달콤한 슬픔,1
140202,140202,,붉은 용 날개수집가,1
140203,140203,,여인의 눈물,1
140204,140204,,에페리움의 대검,1
140301,140301,,어둠 주시자 비수,1
140302,140302,,공허 인도자 비수,1
140303,140303,,헛된 갈망,1
140304,140304,,에페리움의 단검,1
140401,140401,,붉은 용 눈알쐐기,1
140402,140402,,복수의 날개,1
140403,140403,,저녁 떠돌이,1
140404,140404,,에페리움의 활,1
140501,140501,,고요한 바다의 지배자,1
140502,140502,,붉은 용의 울음,1
140503,140503,,맑은 눈망울,1
140504,140504,,에페리움의 지팡이,1
140601,140601,,파괴자의 투구,1
140602,140602,,휘파람 부는 자의 관,1
140603,140603,,에노이르의 머리띠,1
140604,140604,,이니스의 여왕 화관,1
140605,140605,,파비트라 대여제의 면류관,1
140606,140606,,정복자 일리온의 투구,1
140607,140607,,투사 에온의 투구,1
140608,140608,,암살자 베카의 투구,1
140701,140701,,파괴자의 흉갑,1
140702,140702,,휘파람 부는 자의 흉갑,1
140703,140703,,에노이르의 상의,1
140704,140704,,이니스의 여왕 백의,1
140705,140705,,파비트라 대여제의 정복 상의,1
140706,140706,,정복자 일리온의 흉갑,1
140707,140707,,투사 에온의 흉갑,1
140708,140708,,암살자 베카의 흉갑,1
140801,140801,,파괴자의 경갑,1
140802,140802,,휘파람 부는 자의 경갑,1
140803,140803,,에노이르의 하의,1
140804,140804,,이니스의 여왕 하의,1
140805,140805,,파비트라 대여제의 정복 하의,1
140806,140806,,정복자 일리온의 경갑,1
140807,140807,,투사 에온의 경갑,1
140808,140808,,암살자 베카의 경갑,1
140901,140901,,파괴자의 장갑,1
140902,140902,,휘파람 부는 자의 장갑,1
140903,140903,,에노이르의 토시,1
140904,140904,,모르페우스의 장갑,1
140905,140905,,이니스의 여왕 장갑,1
140906,140906,,파비트라 대여제의 장갑,1
140907,140907,,정복자 일리온의 장갑,1
140908,140908,,투사 에온의 장갑,1
140909,140909,,암살자 베카의 장갑,1
141001,141001,,파괴자의 장화,1
141002,141002,,휘파람 부는 자의 장화,1
141003,141003,,에노이르의 신발,1
141004,141004,,랑그레이의 장화,1
141005,141005,,이니스의 여왕 덧신,1
141006,141006,,파비트라 대여제의 덧신,1
141007,141007,,정복자 일리온의 장화,1
141008,141008,,투사 에온의 신발,1
141009,141009,,암살자 베카의 신발,1
141101,141101,,봉인 수호자의 망토,1
141102,141102,,바람의 후예 망토,1
141103,141103,,노르예트 가문의 예물 망토,1
141104,141104,,엘프 수호자의 망토,1
141105,141105,,신의 방패 망토,1
141106,141106,,안델프 현인의 망토,1
141107,141107,,불명의 망토,1
141108,141108,,검붉은 망토,1
141201,141201,,신기루의 속옷,1
141202,141202,,집행자의 속옷,1
141203,141203,,푸른 사자의 속옷,1
141204,141204,,검은 그림자 속옷,1
141205,141205,,타락한 자의 속옷,1
141206,141206,,잊혀진 자의 휘장,1
141207,141207,,망자의 속옷,1
141301,141301,,백골새김 허리띠,1
141302,141302,,강인한 수문장의 요대,1
141303,141303,,무모한 돌격대장의 요대,1
141304,141304,,글렌의 허리띠,1
141305,141305,,레이나의 가죽 혁대,1
141306,141306,,무명의 요대,1
141307,141307,,검붉은 허리띠,1
141309,141309,,노여움의 혁대,1
141501,141501,,소리꾼 나린의 목걸이,1
141502,141502,,집정관 카론의 목걸이,1
141503,141503,,아즈다미라 여왕의 목걸이,1
141504,141504,,벅시루루가 잃어버린 목걸이,1
141505,141505,,오스트 가신단 총독의 목걸이,1
141506,141506,,신관 알란나의 목걸이,1
141507,141507,,영매 엘카로의 목걸이,1
141508,141508,,계승자 벨시온의 목걸이,1
141509,141509,,바라마드의 목걸이,1
141510,141510,,낙인의 목걸이,1
141511,141511,,검붉은 사슬,1
141512,141512,,제물의 각인,1
141701,141701,,오스트 가신단 총독의 반지,1
141702,141702,,계승자 벨시온의 반지,1
141703,141703,,소리꾼 나린의 반지,1
141704,141704,,영매 엘카로의 반지,1
141705,141705,,아즈다미라 여왕의 반지,1
141706,141706,,벅시루루가 잃어버린 반지,1
141707,141707,,레이븐의 반지,1
141708,141708,,신관 알란나의 반지,1
141709,141709,,바라마드의 반지,1
141710,141710,,저주받은 봉인,1
141711,141711,,검붉은 반지,1
141712,141712,,광신의 증여물,1
141713,141713,,살육자의 반지,1
141801,141801,,피 묻은 손 부적,1
141802,141802,,매의 형제들 부적,1
141803,141803,,전나무의 성 부적,1
141804,141804,,악마 추종자의 부적,1
141805,141805,,징조 관찰자의 부적,1
141806,141806,,망자의 유언,1
141807,141807,,검붉은 잔재,1
141808,141808,,배신자의 가시,1
142101,142101,,분노의 메아리,1
142102,142102,,죽음의 낙인,1
142103,142103,,파괴의 충동,1
142104,142104,,에페리움의 총,1
143101,143101,,선각자의 흔적,1
143102,143102,,짙은 어둠의 지배자,1
143103,143103,,푸른 달빛의 주인,1
143104,143104,,에페리움의 마도서,1
150101,150101,,델피나드의 검,1
150201,150201,,델피나드의 대검,1
150301,150301,,델피나드의 단검,1
150401,150401,,델피나드의 활,1
150501,150501,,델피나드의 지팡이,1
150601,150601,,시기하는 자의 안광,1
150602,150602,,이프니르의 머리띠,1
150603,150603,,델피나드의 투구,1
150701,150701,,시기하는 자의 심장,1
150702,150702,,이프니르의 상의,1
150703,150703,,델피나드의 흉갑,1
150801,150801,,시기하는 자의 의지,1
150802,150802,,이프니르의 하의,1
150803,150803,,델피나드의 경갑,1
150901,150901,,시기하는 자의 손짓,1
150902,150902,,이프니르의 토시,1
150903,150903,,델피나드의 장갑,1
151001,151001,,시기하는 자의 발걸음,1
151002,151002,,이프니르의 신발,1
151003,151003,,델피나드의 장화,1
151101,151101,,붉은 용의 유산,1
151102,151102,,잔인한 여신의 망토,1
151103,151103,,레비아탄의 보호 망토,1
151201,151201,,이니스테르의 속옷,1
151202,151202,,대행자의 속옷,1
151301,151301,,타락한 파괴신의 허리띠,1
151302,151302,,빛나는 아키움 허리띠,1
151501,151501,,추억하는 뇌신의 신의,1
151502,151502,,폭풍 인도자의 고리,1
151503,151503,,아란제비아의 징표,1
151701,151701,,이니스 수호의 반지,1
151702,151702,,아란제브의 결의,1
151801,151801,,아주 오래 기다린 소녀의 부적,1
151802,151802,,그림자 매의 부적,1
151803,151803,,징조 수호자의 부적,1
152101,152101,,델피나드의 총,1
152201,152201,,델피나드의 마도서,1
210100,210100,,첫걸음 장검 (귀속),1
210101,210101,,독안개 협곡의 검 (귀속),1
210102,210102,,거인 연구가의 검 (귀속),1
210103,210103,,안델프의 검 (귀속),1
210104,210104,,비파노래 언덕 검 (귀속),1
210105,210105,,로이스터 경비대의 검 (귀속),1
210106,210106,,이즈나 경비대의 검 (귀속),1
210107,210107,,서방 이슈바라의 검 (귀속),1
210108,210108,,초승달 왕좌의 검 (귀속),1
210109,210109,,바라기의 검 (귀속),1
210110,210110,,수습공의 검 (귀속),1
210200,210200,,첫걸음 대검 (귀속),1
210201,210201,,양손잡이 대검 (귀속),1
210202,210202,,물총고기 대검 (귀속),1
210203,210203,,수정 호수 대검 (귀속),1
210204,210204,,우윳빛 강의 대검 (귀속),1
210205,210205,,이동하는 제국의 대검 (귀속),1
210206,210206,,꿈의 유배자들 대검 (귀속),1
210207,210207,,수호자의 대검 (귀속),1
210208,210208,,대륙 고고학회의 대검 (귀속),1
210209,210209,,천둥소리 대검 (귀속),1
210210,210210,,수습공의 대검 (귀속),1
210300,210300,,첫걸음 단검 (귀속),1
210301,210301,,칼바람 평원의 단검 (귀속),1
210302,210302,,흰 까마귀 마을의 단검 (귀속),1
210303,210303,,살로니키의 단검 (귀속),1
210304,210304,,흔들리는 벌판의 단검 (귀속),1
210305,210305,,굽은 등 상단의 단검 (귀속),1
210306,210306,,바람자취 부락의 단검 (귀속),1
210307,210307,,검은 수염 도적단의 단검 (귀속),1
210308,210308,,모험가의 단검 (귀속),1
210309,210309,,유목민의 단검 (귀속),1
210310,210310,,수습공의 단검 (귀속),1
210400,210400,,첫걸음 활 (귀속),1
210401,210401,,무법 마을의 활 (귀속),1
210402,210402,,서리 언덕의 활 (귀속),1
210403,210403,,동방 이슈바라의 활 (귀속),1
210404,210404,,하얀 숲 순찰자의 활 (귀속),1
210405,210405,,바위 언덕 사냥꾼의 활 (귀속),1
210406,210406,,이즈나 경비대의 활 (귀속),1
210407,210407,,기억의 터 활 (귀속),1
210408,210408,,보름의 활 (귀속),1
210409,210409,,노송그루 자경단의 활 (귀속),1
210410,210410,,수습공의 활 (귀속),1
210500,210500,,첫걸음 지팡이 (귀속),1
210501,210501,,노래의 언덕 지팡이 (귀속),1
210502,210502,,베로에의 지팡이 (귀속),1
210503,210503,,눈사자 바위 지팡이 (귀속),1
210504,210504,,카어 노르드의 지팡이 (귀속),1
210505,210505,,장미 장원 지팡이 (귀속),1
210506,210506,,검은 숲 지팡이 (귀속),1
210507,210507,,오스테라의 지팡이 (귀속),1
210508,210508,,자작나무 지팡이 (귀속),1
210509,210509,,푸른 전나무회 지팡이 (귀속),1
210510,210510,,수습공의 지팡이 (귀속),1
210601,210601,,굽은 등 상단 모자 (귀속),1
210602,210602,,흙먼지 광부 작업모 (귀속),1
210603,210603,,바람 띠 상단 깃털장식 (귀속),1
210604,210604,,다후타 교단 사제모 (귀속),1
210605,210605,,돌의 형제들 투구 (귀속),1
210606,210606,,네손가락 두건 (귀속),1
210607,210607,,수습공의 머리띠 (귀속),1
210608,210608,,감시자의 투구 (귀속),1
210701,210701,,벌거숭이 도적단 가죽갑옷 (귀속),1
210702,210702,,굽은 등 상단 조끼 (귀속),1
210703,210703,,흙먼지 광부 상의 (귀속),1
210704,210704,,바람 띠 상단 상의 (귀속),1
210705,210705,,다후타 교단 수단 (귀속),1
210706,210706,,돌의 형제들 흉갑 (귀속),1
210707,210707,,네손가락 가죽갑옷 (귀속),1
210708,210708,,수습공의 상의 (귀속),1
210709,210709,,감시자의 흉갑 (귀속),1
210801,210801,,벌거숭이 도적단 가죽바지 (귀속),1
210802,210802,,굽은 등 상단 바지 (귀속),1
210803,210803,,흙먼지 광부 하의 (귀속),1
210804,210804,,바람 띠 상단 하의 (귀속),1
210805,210805,,다후타 교단 하의 (귀속),1
210806,210806,,돌의 형제들 경갑 (귀속),1
210807,210807,,네손가락 가죽바지 (귀속),1
210808,210808,,수습공의 하의 (귀속),1
210809,210809,,감시자의 경갑 (귀속),1
210901,210901,,굽은 등 상단 장갑 (귀속),1
210902,210902,,흙먼지 광부 장갑 (귀속),1
210903,210903,,바람 띠 상단 장갑 (귀속),1
210904,210904,,다후타 교단 장갑 (귀속),1
210905,210905,,돌의 형제들 장갑 (귀속),1
210906,210906,,네손가락 가죽장갑 (귀속),1
210907,210907,,수습공의 토시 (귀속),1
210908,210908,,감시자의 장갑 (귀속),1
211001,211001,,굽은 등 상단 신발 (귀속),1
211002,211002,,흙먼지 광부 작업화 (귀속),1
211003,211003,,바람 띠 상단 장화 (귀속),1
211004,211004,,다후타 교단 신발 (귀속),1
211005,211005,,돌의 형제들 장화 (귀속),1
211006,211006,,네손가락 장화 (귀속),1
211007,211007,,수습공의 신발 (귀속),1
211008,211008,,감시자의 장화 (귀속),1
211101,211101,,모험가의 망토 (귀속),1
211102,211102,,말도둑의 망토 (귀속),1
211103,211103,,수습공의 망토 (귀속),1
211201,211201,,흰 무명 속옷 (귀속),1
211202,211202,,수습공의 속옷 (귀속),1
211300,211300,,눈부신 직업 소환권 II (1회) (귀속),99999
211301,211301,,초승달 가죽 허리끈 (귀속),1
211302,211302,,수습공의 허리띠 (귀속),1
211401,211401,,수리부엉이의 귀 (귀속),1
211402,211402,,은빛 창 귀걸이 (귀속),1
211403,211403,,흰구름결 액막이 (귀속),1
211404,211404,,남방의 은귀걸이 (귀속),1
211405,211405,,휘파람의 약속 (귀속),1
211406,211406,,수습공의 귀걸이 (귀속),1
211501,211501,,달밤의 가호 (귀속),1
211502,211502,,매의 발톱 목걸이 (귀속),1
211503,211503,,꿈결 매듭 목걸이 (귀속),1
211504,211504,,초승달 목깃 (귀속),1
211505,211505,,수습공의 목걸이 (귀속),1
211601,211601,,모험가의 팔찌 (귀속),1
211602,211602,,말도둑의 팔찌 (귀속),1
211603,211603,,수습공의 팔찌 (귀속),1
211701,211701,,숲의 수호자 액막이 (귀속),1
211702,211702,,하얀 나무 매듭 가락지 (귀속),1
211703,211703,,호랑이 무늬 고리 (귀속),1
211704,211704,,황조롱이 가락지 (귀속),1
211705,211705,,춤추는 전사의 가락지 (귀속),1
211706,211706,,거인 퇴치자의 고리 (귀속),1
211707,211707,,밤의 눈동자 (귀속),1
211708,211708,,뱀의 또아리 (귀속),1
211709,211709,,에오카드의 맹세 (귀속),1
211710,211710,,수습공의 반지 (귀속),1
211801,211801,,예언자의 부적 (귀속),1
211802,211802,,전사의 부적 (귀속),1
211803,211803,,사냥꾼의 부적 (귀속),1
211804,211804,,수습공의 부적 (귀속),1
212100,212100,,첫걸음 총 (귀속),1
212101,212101,,불한당의 총 (귀속),1
212102,212102,,나그네의 총 (귀속),1
212103,212103,,자유 수색대의 총 (귀속),1
212104,212104,,전문 경비대의 총 (귀속),1
212105,212105,,무쇠 마을의 총 (귀속),1
212106,212106,,서방 이슈바라의 총 (귀속),1
