OID,Cid,Milestone,Comment,EquipmentCategory,Kind,ItemBaseStatModifiedCids,ItemGradeInfoCid,ItemEnhanceInfoCid,ItemEnchantInfoCid,ItemAdditionalOptionCids,IsDeathPenaltyLoss,MaxDurability,UiDurabilityPer,RepairPrice,WearGroup,WeaponNormalSkillCid,ItemSkillSlots
12040017,12040017,Dev,희미한 달그림자 가죽 경갑,LeatherArmor,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040017,,[1100001]
12040018,12040018,Dev,새벽의 숨결 천 의복,ClothArmor,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040018,,[1000001]
12040019,12040019,Dev,검은 시련의 판금 장화,PlateGloves,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040019,,[1200071]
12040020,12040020,Dev,희미한 달그림자 가죽 장화,LeatherGloves,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040020,,[1100071]
12040021,12040021,Dev,새벽의 숨결 천 장갑,ClothGloves,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040021,,[1000071]
12040022,12040022,Dev,검은 시련의 판금 장화,PlateShoes,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040022,,[1200101]
12040023,12040023,Dev,희미한 달그림자 가죽 장화,LeatherShoes,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040023,,[1100101]
12040024,12040024,Dev,새벽의 숨결 천 신발,ClothShoes,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040024,,[1000101]
12040025,12040025,Dev,검은 시련의 판금 투구,PlateHelm,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040025,,[1200001]
12040026,12040026,Dev,희미한 달그림자 가죽 투구,LeatherHelm,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040026,,[1100051]
12040027,12040027,Dev,새벽의 숨결 천 머리 장식,ClothHelm,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040027,,[1000051]
12040028,12040028,Dev,검은 시련의 판금 갑옷,PlateArmor,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040028,,[1200051]
12040029,12040029,Dev,희미한 달그림자 가죽 경갑,LeatherArmor,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040029,,[1100001]
12040030,12040030,Dev,새벽의 숨결 천 의복,ClothArmor,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040030,,[1000001]
12040031,12040031,Dev,검은 시련의 판금 장화,PlateGloves,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040031,,[1200071]
12040032,12040032,Dev,희미한 달그림자 가죽 장화,LeatherGloves,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040032,,[1100071]
12040033,12040033,Dev,새벽의 숨결 천 장갑,ClothGloves,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040033,,[1000071]
12040034,12040034,Dev,검은 시련의 판금 장화,PlateShoes,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040034,,[1200101]
12040035,12040035,Dev,희미한 달그림자 가죽 장화,LeatherShoes,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040035,,[1100101]
12040036,12040036,Dev,새벽의 숨결 천 신발,ClothShoes,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040036,,[1000101]
12050001,12050001,Dev,5T 판금 투구,PlateHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050001,,[1200001]
12050002,12050002,Dev,5T 가죽 투구,LeatherHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050002,,[1100051]
12050003,12050003,Dev,5T 천 투구,ClothHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050003,,[1000051]
12050004,12050004,Dev,5T 판금 갑옷,PlateArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050004,,[1200051]
12050005,12050005,Dev,5T 가죽 갑옷,LeatherArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050005,,[1100001]
12050006,12050006,Dev,5T 천 갑옷,ClothArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050006,,[1000001]
12050007,12050007,Dev,5T 판금 장갑,PlateGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050007,,[1200071]
12050008,12050008,Dev,5T 가죽 장갑,LeatherGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050008,,[1100071]
12050009,12050009,Dev,5T 천 장갑,ClothGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050009,,[1000071]
12050010,12050010,Dev,5T 판금 신발,PlateShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050010,,[1200101]
12050011,12050011,Dev,5T 가죽 신발,LeatherShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050011,,[1100101]
12050012,12050012,Dev,5T 천 신발,ClothShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050012,,[1000101]
12050013,12050013,Dev,5T 판금 투구,PlateHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050013,,[1200001]
12050014,12050014,Dev,5T 가죽 투구,LeatherHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050014,,[1100051]
12050015,12050015,Dev,5T 천 투구,ClothHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050015,,[1000051]
12050016,12050016,Dev,5T 판금 갑옷,PlateArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050016,,[1200051]
12050017,12050017,Dev,5T 가죽 갑옷,LeatherArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050017,,[1100001]
12050018,12050018,Dev,5T 천 갑옷,ClothArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050018,,[1000001]
12050019,12050019,Dev,5T 판금 장갑,PlateGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050019,,[1200071]
12050020,12050020,Dev,5T 가죽 장갑,LeatherGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050020,,[1100071]
12050021,12050021,Dev,5T 천 장갑,ClothGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050021,,[1000071]
12050022,12050022,Dev,5T 판금 신발,PlateShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050022,,[1200101]
12050023,12050023,Dev,5T 가죽 신발,LeatherShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050023,,[1100101]
12050024,12050024,Dev,5T 천 신발,ClothShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050024,,[1000101]
12050025,12050025,Dev,5T 판금 투구,PlateHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050025,,[1200001]
12050026,12050026,Dev,5T 가죽 투구,LeatherHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050026,,[1100051]
12050027,12050027,Dev,5T 천 투구,ClothHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050027,,[1000051]
12050028,12050028,Dev,5T 판금 갑옷,PlateArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050028,,[1200051]
12050029,12050029,Dev,5T 가죽 갑옷,LeatherArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050029,,[1100001]
12050030,12050030,Dev,5T 천 갑옷,ClothArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050030,,[1000001]
12050031,12050031,Dev,5T 판금 장갑,PlateGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050031,,[1200071]
12050032,12050032,Dev,5T 가죽 장갑,LeatherGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050032,,[1100071]
12050033,12050033,Dev,5T 천 장갑,ClothGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050033,,[1000071]
12050034,12050034,Dev,5T 판금 신발,PlateShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050034,,[1200101]
12050035,12050035,Dev,5T 가죽 신발,LeatherShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050035,,[1100101]
12050036,12050036,Dev,5T 천 신발,ClothShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050036,,[1000101]
12050037,12050037,Dev,5T 판금 투구,PlateHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050037,,[1200001]
12050038,12050038,Dev,5T 가죽 투구,LeatherHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050038,,[1100051]
12050039,12050039,Dev,5T 천 투구,ClothHelm,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050039,,[1000051]
12050040,12050040,Dev,5T 판금 갑옷,PlateArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050040,,[1200051]
12050041,12050041,Dev,5T 가죽 갑옷,LeatherArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050041,,[1100001]
12050042,12050042,Dev,5T 천 갑옷,ClothArmor,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050042,,[1000001]
12050043,12050043,Dev,5T 판금 장갑,PlateGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050043,,[1200071]
12050044,12050044,Dev,5T 가죽 장갑,LeatherGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050044,,[1100071]
12050045,12050045,Dev,5T 천 장갑,ClothGloves,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050045,,[1000071]
12050046,12050046,Dev,5T 판금 신발,PlateShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050046,,[1200101]
12050047,12050047,Dev,5T 가죽 신발,LeatherShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050047,,[1100101]
12050048,12050048,Dev,5T 천 신발,ClothShoes,Armor,[1205],2500,20500,101,,TRUE,10000,10,80,12050048,,[1000101]
12060001,12060001,Dev,6T 판금 투구,PlateHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060001,,[1200001]
12060002,12060002,Dev,6T 가죽 투구,LeatherHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060002,,[1100051]
12060003,12060003,Dev,6T 천 투구,ClothHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060003,,[1000051]
12060004,12060004,Dev,6T 판금 갑옷,PlateArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060004,,[1200051]
12060005,12060005,Dev,6T 가죽 갑옷,LeatherArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060005,,[1100001]
12060006,12060006,Dev,6T 천 갑옷,ClothArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060006,,[1000001]
12060007,12060007,Dev,6T 판금 장갑,PlateGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060007,,[1200071]
12060008,12060008,Dev,6T 가죽 장갑,LeatherGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060008,,[1100071]
12060009,12060009,Dev,6T 천 장갑,ClothGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060009,,[1000071]
12060010,12060010,Dev,6T 판금 신발,PlateShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060010,,[1200101]
12060011,12060011,Dev,6T 가죽 신발,LeatherShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060011,,[1100101]
12060012,12060012,Dev,6T 천 신발,ClothShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060012,,[1000101]
12060013,12060013,Dev,6T 판금 투구,PlateHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060013,,[1200001]
12060014,12060014,Dev,6T 가죽 투구,LeatherHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060014,,[1100051]
12060015,12060015,Dev,6T 천 투구,ClothHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060015,,[1000051]
12060016,12060016,Dev,6T 판금 갑옷,PlateArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060016,,[1200051]
12060017,12060017,Dev,6T 가죽 갑옷,LeatherArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060017,,[1100001]
12060018,12060018,Dev,6T 천 갑옷,ClothArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060018,,[1000001]
12060019,12060019,Dev,6T 판금 장갑,PlateGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060019,,[1200071]
12060020,12060020,Dev,6T 가죽 장갑,LeatherGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060020,,[1100071]
12060021,12060021,Dev,6T 천 장갑,ClothGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060021,,[1000071]
12060022,12060022,Dev,6T 판금 신발,PlateShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060022,,[1200101]
12060023,12060023,Dev,6T 가죽 신발,LeatherShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060023,,[1100101]
12060024,12060024,Dev,6T 천 신발,ClothShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060024,,[1000101]
12060025,12060025,Dev,6T 판금 투구,PlateHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060025,,[1200001]
12060026,12060026,Dev,6T 가죽 투구,LeatherHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060026,,[1100051]
12060027,12060027,Dev,6T 천 투구,ClothHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060027,,[1000051]
12060028,12060028,Dev,6T 판금 갑옷,PlateArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060028,,[1200051]
12060029,12060029,Dev,6T 가죽 갑옷,LeatherArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060029,,[1100001]
12060030,12060030,Dev,6T 천 갑옷,ClothArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060030,,[1000001]
12060031,12060031,Dev,6T 판금 장갑,PlateGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060031,,[1200071]
12060032,12060032,Dev,6T 가죽 장갑,LeatherGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060032,,[1100071]
12060033,12060033,Dev,6T 천 장갑,ClothGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060033,,[1000071]
12060034,12060034,Dev,6T 판금 신발,PlateShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060034,,[1200101]
12060035,12060035,Dev,6T 가죽 신발,LeatherShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060035,,[1100101]
12060036,12060036,Dev,6T 천 신발,ClothShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060036,,[1000101]
12060037,12060037,Dev,6T 판금 투구,PlateHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060037,,[1200001]
12060038,12060038,Dev,6T 가죽 투구,LeatherHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060038,,[1100051]
12060039,12060039,Dev,6T 천 투구,ClothHelm,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060039,,[1000051]
12060040,12060040,Dev,6T 판금 갑옷,PlateArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060040,,[1200051]
12060041,12060041,Dev,6T 가죽 갑옷,LeatherArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060041,,[1100001]
12060042,12060042,Dev,6T 천 갑옷,ClothArmor,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060042,,[1000001]
12060043,12060043,Dev,6T 판금 장갑,PlateGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060043,,[1200071]
12060044,12060044,Dev,6T 가죽 장갑,LeatherGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060044,,[1100071]
12060045,12060045,Dev,6T 천 장갑,ClothGloves,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060045,,[1000071]
12060046,12060046,Dev,6T 판금 신발,PlateShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060046,,[1200101]
12060047,12060047,Dev,6T 가죽 신발,LeatherShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060047,,[1100101]
12060048,12060048,Dev,6T 천 신발,ClothShoes,Armor,[1206],2600,20600,101,,TRUE,10000,10,160,12060048,,[1000101]
12070001,12070001,Dev,7T 판금 투구,PlateHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070001,,[1200001]
12070002,12070002,Dev,7T 가죽 투구,LeatherHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070002,,[1100051]
12070003,12070003,Dev,7T 천 투구,ClothHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070003,,[1000051]
12070004,12070004,Dev,7T 판금 갑옷,PlateArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070004,,[1200051]
12070005,12070005,Dev,7T 가죽 갑옷,LeatherArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070005,,[1100001]
12070006,12070006,Dev,7T 천 갑옷,ClothArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070006,,[1000001]
12070007,12070007,Dev,7T 판금 장갑,PlateGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070007,,[1200071]
12070008,12070008,Dev,7T 가죽 장갑,LeatherGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070008,,[1100071]
12070009,12070009,Dev,7T 천 장갑,ClothGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070009,,[1000071]
12070010,12070010,Dev,7T 판금 신발,PlateShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070010,,[1200101]
12070011,12070011,Dev,7T 가죽 신발,LeatherShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070011,,[1100101]
12070012,12070012,Dev,7T 천 신발,ClothShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070012,,[1000101]
12070013,12070013,Dev,7T 판금 투구,PlateHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070013,,[1200001]
12070014,12070014,Dev,7T 가죽 투구,LeatherHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070014,,[1100051]
12070015,12070015,Dev,7T 천 투구,ClothHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070015,,[1000051]
12070016,12070016,Dev,7T 판금 갑옷,PlateArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070016,,[1200051]
12070017,12070017,Dev,7T 가죽 갑옷,LeatherArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070017,,[1100001]
12070018,12070018,Dev,7T 천 갑옷,ClothArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070018,,[1000001]
12070019,12070019,Dev,7T 판금 장갑,PlateGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070019,,[1200071]
12070020,12070020,Dev,7T 가죽 장갑,LeatherGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070020,,[1100071]
12070021,12070021,Dev,7T 천 장갑,ClothGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070021,,[1000071]
12070022,12070022,Dev,7T 판금 신발,PlateShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070022,,[1200101]
12070023,12070023,Dev,7T 가죽 신발,LeatherShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070023,,[1100101]
12070024,12070024,Dev,7T 천 신발,ClothShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070024,,[1000101]
12070025,12070025,Dev,7T 판금 투구,PlateHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070025,,[1200001]
12070026,12070026,Dev,7T 가죽 투구,LeatherHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070026,,[1100051]
12070027,12070027,Dev,7T 천 투구,ClothHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070027,,[1000051]
12070028,12070028,Dev,7T 판금 갑옷,PlateArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070028,,[1200051]
12070029,12070029,Dev,7T 가죽 갑옷,LeatherArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070029,,[1100001]
12070030,12070030,Dev,7T 천 갑옷,ClothArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070030,,[1000001]
12070031,12070031,Dev,7T 판금 장갑,PlateGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070031,,[1200071]
12070032,12070032,Dev,7T 가죽 장갑,LeatherGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070032,,[1100071]
12070033,12070033,Dev,7T 천 장갑,ClothGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070033,,[1000071]
12070034,12070034,Dev,7T 판금 신발,PlateShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070034,,[1200101]
12070035,12070035,Dev,7T 가죽 신발,LeatherShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070035,,[1100101]
12070036,12070036,Dev,7T 천 신발,ClothShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070036,,[1000101]
12070037,12070037,Dev,7T 판금 투구,PlateHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070037,,[1200001]
12070038,12070038,Dev,7T 가죽 투구,LeatherHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070038,,[1100051]
12070039,12070039,Dev,7T 천 투구,ClothHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070039,,[1000051]
12070040,12070040,Dev,7T 판금 갑옷,PlateArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070040,,[1200051]
12070041,12070041,Dev,7T 가죽 갑옷,LeatherArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070041,,[1100001]
12070042,12070042,Dev,7T 천 갑옷,ClothArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070042,,[1000001]
12070043,12070043,Dev,7T 판금 장갑,PlateGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070043,,[1200071]
12070044,12070044,Dev,7T 가죽 장갑,LeatherGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070044,,[1100071]
12070045,12070045,Dev,7T 천 장갑,ClothGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070045,,[1000071]
12070046,12070046,Dev,7T 판금 신발,PlateShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070046,,[1200101]
12070047,12070047,Dev,7T 가죽 신발,LeatherShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070047,,[1100101]
12070048,12070048,Dev,7T 천 신발,ClothShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070048,,[1000101]
12070049,12070049,Dev,7T 판금 투구,PlateHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070049,,[1200001]
12070050,12070050,Dev,7T 가죽 투구,LeatherHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070050,,[1100051]
12070051,12070051,Dev,7T 천 투구,ClothHelm,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070051,,[1000051]
12070052,12070052,Dev,7T 판금 갑옷,PlateArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070052,,[1200051]
12070053,12070053,Dev,7T 가죽 갑옷,LeatherArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070053,,[1100001]
12070054,12070054,Dev,7T 천 갑옷,ClothArmor,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070054,,[1000001]
12070055,12070055,Dev,7T 판금 장갑,PlateGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070055,,[1200071]
12070056,12070056,Dev,7T 가죽 장갑,LeatherGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070056,,[1100071]
12070057,12070057,Dev,7T 천 장갑,ClothGloves,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070057,,[1000071]
12070058,12070058,Dev,7T 판금 신발,PlateShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070058,,[1200101]
12070059,12070059,Dev,7T 가죽 신발,LeatherShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070059,,[1100101]
12070060,12070060,Dev,7T 천 신발,ClothShoes,Armor,[1207],2700,20700,101,,TRUE,10000,10,320,12070060,,[1000101]
12099001,12099001,Dev,여정의 시작 로브,LeatherArmor,Armor,[1201],2100,,101,,TRUE,999999,10,1,12099001,,
12099008,12099008,Dev,테스트 판금 투구,PlateHelm,Armor,[99999999],2100,,101,,TRUE,999999,10,1,12099008,,[1200001]
12099009,12099009,Dev,테스트 가죽 투구,LeatherHelm,Armor,[99999999],2100,,101,,TRUE,999999,10,1,12099009,,[1100051]
12099010,12099010,Dev,테스트 천 투구,ClothHelm,Armor,[99999999],2100,,101,,TRUE,999999,10,1,12099010,,"[1000051,1000151]"
12099011,12099011,Dev,테스트 판금 갑옷,PlateArmor,Armor,[99999999],2100,,101,,TRUE,999999,10,1,12099011,,[1200051]
12099012,12099012,Dev,테스트 가죽 갑옷,LeatherArmor,Armor,[99999999],2100,,101,,TRUE,999999,10,1,12099012,,[1100001]
12099013,12099013,Dev,테스트 천 갑옷,ClothArmor,Armor,[99999999],2100,,101,,TRUE,999999,10,1,12099013,,[1000001]
12099014,12099014,Dev,테스트 판금 장갑,PlateGloves,Armor,[99999999],2100,,101,,TRUE,999999,10,1,12099014,,[1200101]
12099015,12099015,Dev,테스트 가죽 장갑,LeatherGloves,Armor,[99999999],2100,,101,,TRUE,999999,10,1,12099015,,[1100101]
12099016,12099016,Dev,테스트 천 장갑,ClothGloves,Armor,[99999999],2100,,101,,TRUE,999999,10,1,12099016,,[1000101]
12099017,12099017,Dev,테스트 판금 신발,PlateShoes,Accessory,[99999999],2100,,101,,TRUE,999999,10,1,12099017,,
12099018,12099018,Dev,테스트 가죽 신발,LeatherShoes,Accessory,[99999999],2100,,101,,TRUE,999999,10,1,12099018,,
12099019,12099019,Dev,테스트 천 신발,ClothShoes,Accessory,[99999999],2100,,101,,TRUE,999999,10,1,12099019,,
13030001,13030001,Dev,3T 반지,Ring,Accessory,[1303],3300,30300,101,,TRUE,20000,10,20,13030001,,
13030002,13030002,Dev,3T 목걸이,Necklace,Accessory,[1403],4300,40300,101,,TRUE,20000,10,20,13030002,,
13030003,13030003,Dev,3T 귀걸이,Earring,Accessory,[1403],4300,40300,101,,TRUE,20000,10,20,13030003,,
13040001,13040001,Dev,끝없는 심연의 매듭,Ring,Accessory,[1304],3400,30400,101,,TRUE,20000,10,40,13040001,,
13040002,13040002,Dev,잊힌 심연의 증표,Necklace,Accessory,[1404],4400,40400,101,,TRUE,20000,10,40,13040002,,
13040003,13040003,Dev,속삭이는 심연의 파편,Earring,Accessory,[1404],4400,40400,101,,TRUE,20000,10,40,13040003,,
13040004,13040004,Dev,끝없는 심연의 매듭,Ring,Accessory,[1304],3400,30400,101,,TRUE,20000,10,40,13040004,,
13040005,13040005,Dev,잊힌 심연의 증표,Necklace,Accessory,[1404],4400,40400,101,,TRUE,20000,10,40,13040005,,
13040006,13040006,Dev,속삭이는 심연의 파편,Earring,Accessory,[1404],4400,40400,101,,TRUE,20000,10,40,13040006,,
13050001,13050001,Dev,5T 반지,Ring,Accessory,[1305],3500,30500,101,,TRUE,20000,10,80,13050001,,
13050002,13050002,Dev,5T 목걸이,Necklace,Accessory,[1405],4500,40500,101,,TRUE,20000,10,80,13050002,,
