OID,Cid,Milestone,Comment,DescName,Desc,Category,MasteryCid,Tier,Grade,MaxStack,BuyPrice,SellPrice,ItemRestrictionCid,BindingType,BindingRuleCids,SortGroup,SortOrder,IsBreak,ScheduleCid,WhereToGet,WhereToUse,IsNotify,IsBroadcast,EquipSound,RequiredMinLevel,RequiredMaxLevel
13040004,13040004,Dev,끝없는 심연의 매듭,4T 반지,,Equipment,101,Tier4,Common,1,0,5000,1,Unbound,[22],1,613040004,FALSE,0,,,FALSE,FALSE,,0,999
13040005,13040005,Dev,잊힌 심연의 증표,4T 목걸이,,Equipment,101,Tier4,Common,1,0,5000,1,Unbound,[22],1,613040005,FALSE,0,,,FALSE,FALSE,,0,999
13040006,13040006,Dev,속삭이는 심연의 파편,4T 귀걸이,,Equipment,101,Tier4,Common,1,0,5000,1,Unbound,[22],1,613040006,FALSE,0,,,FALSE,FALSE,,0,999
13050001,13050001,Dev,5T 반지,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,513050001,FALSE,0,,,FALSE,FALSE,,0,999
13050002,13050002,Dev,5T 목걸이,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,513050002,FALSE,0,,,FALSE,FALSE,,0,999
13050003,13050003,Dev,5T 귀걸이,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,513050003,FALSE,0,,,FALSE,FALSE,,0,999
13050004,13050004,Dev,5T 반지,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,513050004,FALSE,0,,,FALSE,FALSE,,0,999
13050005,13050005,Dev,5T 목걸이,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,513050005,FALSE,0,,,FALSE,FALSE,,0,999
13050006,13050006,Dev,5T 귀걸이,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,513050006,FALSE,0,,,FALSE,FALSE,,0,999
13050007,13050007,Dev,5T 반지,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,513050007,FALSE,0,,,FALSE,FALSE,,0,999
13050008,13050008,Dev,5T 목걸이,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,513050008,FALSE,0,,,FALSE,FALSE,,0,999
13050009,13050009,Dev,5T 귀걸이,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,513050009,FALSE,0,,,FALSE,FALSE,,0,999
13060001,13060001,Dev,멈춰버린 시간의 매듭,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,413060001,FALSE,0,,,FALSE,FALSE,,0,999
13060002,13060002,Dev,반복되는 시간의 증표,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,413060002,FALSE,0,,,FALSE,FALSE,,0,999
13060003,13060003,Dev,뒤틀린 시간의 파편,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,413060003,FALSE,0,,,FALSE,FALSE,,0,999
13060004,13060004,Dev,멈춰버린 시간의 매듭,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,413060004,FALSE,0,,,FALSE,FALSE,,0,999
13060005,13060005,Dev,반복되는 시간의 증표,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,413060005,FALSE,0,,,FALSE,FALSE,,0,999
13060006,13060006,Dev,뒤틀린 시간의 파편,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,413060006,FALSE,0,,,FALSE,FALSE,,0,999
13060007,13060007,Dev,멈춰버린 시간의 매듭,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,413060007,FALSE,0,,,FALSE,FALSE,,0,999
13060008,13060008,Dev,반복되는 시간의 증표,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,413060008,FALSE,0,,,FALSE,FALSE,,0,999
13060009,13060009,Dev,뒤틀린 시간의 파편,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,413060009,FALSE,0,,,FALSE,FALSE,,0,999
13070001,13070001,Dev,7T 반지,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070001,FALSE,0,,,FALSE,FALSE,,0,999
13070002,13070002,Dev,7T 목걸이,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070002,FALSE,0,,,FALSE,FALSE,,0,999
13070003,13070003,Dev,7T 귀걸이,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070003,FALSE,0,,,FALSE,FALSE,,0,999
13070004,13070004,Dev,7T 반지,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070004,FALSE,0,,,FALSE,FALSE,,0,999
13070005,13070005,Dev,7T 목걸이,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070005,FALSE,0,,,FALSE,FALSE,,0,999
13070006,13070006,Dev,7T 귀걸이,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070006,FALSE,0,,,FALSE,FALSE,,0,999
13070007,13070007,Dev,7T 반지,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070007,FALSE,0,,,FALSE,FALSE,,0,999
13070008,13070008,Dev,7T 목걸이,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070008,FALSE,0,,,FALSE,FALSE,,0,999
13070009,13070009,Dev,7T 귀걸이,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070009,FALSE,0,,,FALSE,FALSE,,0,999
13070010,13070010,Dev,7T 반지,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070010,FALSE,0,,,FALSE,FALSE,,0,999
13070011,13070011,Dev,7T 목걸이,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070011,FALSE,0,,,FALSE,FALSE,,0,999
13070012,13070012,Dev,7T 귀걸이,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,313070012,FALSE,0,,,FALSE,FALSE,,0,999
14030002,14030002,Dev,3T 망토_01,에페리움의 긍지 망토,,Equipment,101,Tier3,Common,1,0,2000,1,Unbound,[22],1,714030002,FALSE,0,,,FALSE,FALSE,,0,999
14040002,14040002,Dev,4T 망토_01,4T 망토_01,,Equipment,101,Tier4,Common,1,0,5000,1,Unbound,[22],1,614040002,FALSE,0,,,FALSE,FALSE,,0,999
14040004,14040004,Dev,4T 망토_02,4T 망토_02,,Equipment,101,Tier4,Common,1,0,5000,1,Unbound,[22],1,614040004,FALSE,0,,,FALSE,FALSE,,0,999
14040076,14040076,Dev,5T 망토_01,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,514040076,FALSE,0,,,FALSE,FALSE,,0,999
14040078,14040078,Dev,5T 망토_02,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,514040078,FALSE,0,,,FALSE,FALSE,,0,999
14040080,14040080,Dev,5T 망토_03,,,Equipment,101,Tier5,Common,1,0,10000,1,Unbound,[22],1,514040080,FALSE,0,,,FALSE,FALSE,,0,999
14060002,14060002,Dev,6T 망토_01,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,414060002,FALSE,0,,,FALSE,FALSE,,0,999
14060004,14060004,Dev,6T 망토_02,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,414060004,FALSE,0,,,FALSE,FALSE,,0,999
14060006,14060006,Dev,6T 망토_03,,,Equipment,101,Tier6,Common,1,0,20000,1,Unbound,[22],1,414060006,FALSE,0,,,FALSE,FALSE,,0,999
14070002,14070002,Dev,7T 망토_01,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,314070002,FALSE,0,,,FALSE,FALSE,,0,999
14070004,14070004,Dev,7T 망토_02,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,314070004,FALSE,0,,,FALSE,FALSE,,0,999
14070006,14070006,Dev,7T 망토_03,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,314070006,FALSE,0,,,FALSE,FALSE,,0,999
14070008,14070008,Dev,7T 망토_04,,,Equipment,101,Tier7,Common,1,0,50000,1,Unbound,[22],1,314070008,FALSE,0,,,FALSE,FALSE,,0,999
14099001,14099001,Dev,테스트용 망토 50%,테스트용 망토 50%,,Equipment,0,Tier1,Common,1,0,100,1,Unbound,[22],1,914099001,FALSE,0,,,FALSE,FALSE,,0,999
14099002,14099002,Dev,테스트용 망토 100%,테스트용 망토 100%,,Equipment,0,Tier1,Common,1,0,100,1,Unbound,[22],1,914099002,FALSE,0,,,FALSE,FALSE,,0,999
14099003,14099003,Dev,테스트용 망토 150%,테스트용 망토 150%,,Equipment,0,Tier1,Common,1,0,100,1,Unbound,[22],1,914099003,FALSE,0,,,FALSE,FALSE,,0,999
14099004,14099004,Dev,테스트용 망토 200%,테스트용 망토 200%,,Equipment,0,Tier1,Common,1,0,100,1,Unbound,[22],1,914099004,FALSE,0,,,FALSE,FALSE,,0,999
14099005,14099005,Dev,테스트용 망토 250%,테스트용 망토 250%,,Equipment,0,Tier1,Common,1,0,100,1,Unbound,[22],1,914099005,FALSE,0,,,FALSE,FALSE,,0,999
14099006,14099006,Dev,테스트용 망토 300%,테스트용 망토 300%,,Equipment,0,Tier1,Common,1,0,100,1,Unbound,[22],1,914099006,FALSE,0,,,FALSE,FALSE,,0,999
14099007,14099007,Dev,조락무극의 망토,조락무극의 망토,성공적인 출조를 기원하는 망토입니다.,Equipment,0,Tier1,Common,1,0,100,1,Unbound,[22],1,914099007,FALSE,0,,,FALSE,FALSE,,0,999
17010001,17010001,Dev,누이안 카드,누이안,"<B>[세트 효과 정보]</>

1. <BY>문명과 야만</> : 최대 체력 120 증가
- 누이안
- 오크
- 오크 족장

2. <BY>여신의 심판</> : 최대 마력 60 증가
- 누이안
- 놀
- 놀 우두머리",MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010001,FALSE,0,,,FALSE,FALSE,,0,999
17010002,17010002,Dev,오크 카드,오크,"<B>[세트 효과 정보]</>

1. <BY>검은 사슬의 포식자</> : 공격 시 10% 확률로 공격력 200% 추가 피해
- 오크
- 오크 족장
- 스칼니토스

2. <BY>문명과 야만</> : 최대 체력 120 증가
- 누이안
- 오크
- 오크 족장

3. <BY>원시의 결속</> : 상태 이상 저항력 10 증가
- 오크
- 놀
- 해골

4. <BY>불굴의 투지</> : 물리 피해 감소 3% 증가
- 오크
- 망령
- 놀 우두머리

5. <BY>파괴의 거신</> : 치명타 피해량 5% 증가
- 오크
- 스칼니토스
- 말카바돈 ",MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010002,FALSE,0,,,FALSE,FALSE,,0,999
17010003,17010003,Dev,놀 카드,놀,"<B>[세트 효과 정보]</>

1. <BY>해방된 야성</> : 피격 시 5% 확률로 체력 100 회복
- 놀
- 놀 우두머리
- 스칼니토스

2. <BY>여신의 심판</> : 최대 마력 60 증가
- 누이안
- 놀
- 놀 우두머리

3. <BY>원시의 결속</> : 상태 이상 저항력 10 증가
- 오크
- 놀
- 해골

4. <BY>어둠의 파수견</> : 마나 소모량 감소 3% 증가
- 놀
- 물 정령
- 놀 우두머리",MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010003,FALSE,0,,,FALSE,FALSE,,0,999
17010004,17010004,Dev,해골 카드,해골,"<B>[세트 효과 정보]</>

1. <BY>원시의 결속</> : 상태 이상 저항력 10 증가
- 오크
- 놀
- 해골

2. <BY>전장의 전우들</> : PVP 피해량 3% 증가
- 해골
- 망령
- 오크 족장",MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010004,FALSE,0,,,FALSE,FALSE,,0,999
17010005,17010005,Dev,망령 카드,망령,"<B>[세트 효과 정보]</>

1. <BY>전장의 전우들</> : PVP 피해량 3% 증가
- 해골
- 망령
- 오크 족장

2. <BY>불굴의 투지</> : 물리 피해 감소 3% 증가
- 오크
- 망령
- 놀 우두머리",MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010005,FALSE,0,,,FALSE,FALSE,,0,999
17010006,17010006,Dev,물 정령 카드,물 정령,"<B>[세트 효과 정보]</>

1. <BY>타락한 정령</> : PVP 피해 감소 3% 증가
- 물 정령
- 나무 정령
- 말카바돈

2. <BY>어둠의 파수견</> : 마나 소모량 감소 3% 증가
- 놀
- 물 정령
- 놀 우두머리",MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010006,FALSE,0,,,FALSE,FALSE,,0,999
17010007,17010007,Dev,나무 정령 카드,나무 정령,"<B>[세트 효과 정보]</>

1. <BY>타락한 정령</> : PVP 피해 감소 3% 증가
- 물 정령
- 나무 정령
- 말카바돈

2. <BY>영원한 안식</> : 생명력 회복 효율 5% 증가
- 나무 정령
- 스칼니토스
- 말카바돈",MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010007,FALSE,0,,,FALSE,FALSE,,0,999
17010008,17010008,Dev,바위 정령 카드,바위 정령,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010008,FALSE,0,,,FALSE,FALSE,,0,999
17010009,17010009,Dev,이끼 정령 카드,이끼 정령,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010009,FALSE,0,,,FALSE,FALSE,,0,999
17010010,17010010,Dev,거북 카드,거북,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010010,FALSE,0,,,FALSE,FALSE,,0,999
17010011,17010011,Dev,게 카드,게,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier1,Common,1,0,1,1,Unbound,,1,917010011,FALSE,0,,,FALSE,FALSE,,0,999
17020003,17020003,Dev,거미 카드,거미,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020003,FALSE,0,,,FALSE,FALSE,,0,999
17020005,17020005,Dev,두들링 카드,두들링,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020005,FALSE,0,,,FALSE,FALSE,,0,999
17020006,17020006,Dev,멧돼지 카드,멧돼지,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020006,FALSE,0,,,FALSE,FALSE,,0,999
17020007,17020007,Dev,벌 카드,벌,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020007,FALSE,0,,,FALSE,FALSE,,0,999
17020009,17020009,Dev,불곰 카드,불곰,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020009,FALSE,0,,,FALSE,FALSE,,0,999
17020011,17020011,Dev,오우거 카드,오우거,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020011,FALSE,0,,,FALSE,FALSE,,0,999
17020012,17020012,Dev,원혼 카드,원혼,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020012,FALSE,0,,,FALSE,FALSE,,0,999
17020014,17020014,Dev,흙정령 카드,흙정령,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020014,FALSE,0,,,FALSE,FALSE,,0,999
17030004,17030004,Dev,모르가리스 카드,모르가리스,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier3,Uncommon,1,0,1,1,Unbound,,1,717030004,FALSE,0,,,FALSE,FALSE,,0,999
17030005,17030005,Dev,페르눈 카드,페르눈,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier3,Uncommon,1,0,1,1,Unbound,,1,717030005,FALSE,0,,,FALSE,FALSE,,0,999
17030006,17030006,Dev,피묻은손 카드,피묻은손,관련된 세트 효과 정보가 없습니다.,MonsterCard,0,Tier3,Uncommon,1,0,1,1,Unbound,,1,717030006,FALSE,0,,,FALSE,FALSE,,0,999
17020001,17020001,Dev,오크 족장 카드,오크 족장,"<B>[세트 효과 정보]</>

1. <BY>검은 사슬의 포식자</> : 공격 시 10% 확률로 공격력 200% 추가 피해
- 오크
- 오크 족장
- 스칼니토스

2. <BY>문명과 야만</> : 최대 체력 120 증가
- 누이안
- 오크
- 오크 족장

3. <BY>전장의 전우들</> : PVP 피해량 3% 증가
- 해골
- 망령
- 오크 족장

4. <BY>이니스의 군주</> : 모든 피해량 3% 증가
- 놀 우두머리
- 오크 족장
- 스칼니토스",MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020001,FALSE,0,,,FALSE,FALSE,,0,999
17020002,17020002,Dev,놀 우두머리 카드,놀 우두머리,"<B>[세트 효과 정보]</>

1. <BY>해방된 야성</> : 피격 시 5% 확률로 체력 100 회복
- 놀
- 놀 우두머리
- 스칼니토스

2. <BY>여신의 심판</> : 최대 마력 60 증가
- 누이안
- 놀
- 놀 우두머리

3. <BY>불굴의 투지</> : 물리 피해 감소 3% 증가
- 오크
- 망령
- 놀 우두머리

4. <BY>이니스의 군주</> : 모든 피해량 3% 증가
- 놀 우두머리
- 오크 족장
- 스칼니토스

5. <BY>어둠의 파수견</> : 마나 소모량 감소 3% 증가
- 놀
- 물 정령
- 놀 우두머리",MonsterCard,0,Tier2,Common,1,0,1,1,Unbound,,1,817020002,FALSE,0,,,FALSE,FALSE,,0,999
17030001,17030001,Dev,스칼니토스 카드,스칼니토스,"<B>[세트 효과 정보]</>

1. <BY>검은 사슬의 포식자</> : 공격 시 10% 확률로 공격력 200% 추가 피해
- 오크
- 오크 족장
- 스칼니토스

2. <BY>해방된 야성</> : 피격 시 5% 확률로 체력 100 회복
- 놀
- 놀 우두머리
- 스칼니토스

3. <BY>이니스의 군주</> : 모든 피해량 3% 증가
- 놀 우두머리
- 오크 족장
- 스칼니토스

4. <BY>파괴의 거신</> : 치명타 피해량 5% 증가
- 오크
- 스칼니토스
- 말카바돈

5. <BY>영원한 안식</> : 생명력 회복 효율 5% 증가
- 나무 정령
- 스칼니토스
- 말카바돈",MonsterCard,0,Tier3,Uncommon,1,0,1,1,Unbound,,1,717030001,FALSE,0,,,FALSE,FALSE,,0,999
17030002,17030002,Dev,말카바돈 카드,말카바돈,"<B>[세트 효과 정보]</>

1. <BY>타락한 정령</> : PVP 피해 감소 3% 증가
- 물 정령
- 나무 정령
- 말카바돈

2. <BY>파괴의 거신</> : 치명타 피해량 5% 증가
- 오크
- 스칼니토스
- 말카바돈

3. <BY>영원한 안식</> : 생명력 회복 효율 5% 증가
- 나무 정령
- 스칼니토스
- 말카바돈",MonsterCard,0,Tier3,Uncommon,1,0,1,1,Unbound,,1,717030002,FALSE,0,,,FALSE,FALSE,,0,999
20000001,20000001,Dev,낡은 목재 충각,[임시]낡은 목재 충각,"[임시]<B>[기본 강화 효과]</>
함선 명중 증가
함선 추가 피해 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000001,FALSE,0,,,FALSE,TRUE,ShipRam,0,999
20000002,20000002,Dev,낡은 화포,[임시]낡은 화포,"[임시]<B>[기본 강화 효과]</>
함선 명중 증가
함선 추가 피해 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000002,FALSE,0,,,FALSE,TRUE,ShipCannon,0,999
20000003,20000003,Dev,릴리엇 물푸레나무 돛대,[임시]릴리엇 물푸레나무 돛대,"[임시]<B>[기본 강화 효과]</>
함선 방어력 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000003,FALSE,0,,,FALSE,TRUE,ShipMast,0,999
20000004,20000004,Dev,이즈나식 삼각돛,[임시]이즈나식 삼각돛,"[임시]<B>[기본 강화 효과]</>
함선 방어력 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000004,FALSE,0,,,FALSE,TRUE,ShipSail,0,999
20000005,20000005,Dev,릴리엇 물푸레나무 타륜,[임시]릴리엇 물푸레나무 타륜,"[임시]<B>[기본 강화 효과]</>
함선 방어력 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000005,FALSE,0,,,FALSE,TRUE,ShipRudder,0,999
20000006,20000006,Dev,목조 고래상,[임시]목조 고래상,"[임시]<B>[기본 강화 효과]</>
함선 방어력 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000006,FALSE,0,,,FALSE,TRUE,ShipFigureHead,0,999
20000007,20000007,Dev,이즈나식 목재 상자,[임시]이즈나식 목재 상자,"[임시]<B>[기본 강화 효과]</>
함선 최대 생명력 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000007,FALSE,0,,,FALSE,TRUE,ShipCargo,0,999
20000008,20000008,Dev,이즈나식 윤도,[임시]이즈나식 윤도,"[임시]<B>[기본 강화 효과]</>
모든 함선 상태 이상 저항 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000008,FALSE,0,,,FALSE,TRUE,ShipLookOut,0,999
20000009,20000009,Dev,이즈나식 등불,[임시]이즈나식 등불,"[임시]<B>[기본 강화 효과]</>
함선 명중 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000009,FALSE,0,,,FALSE,TRUE,ShipLamp,0,999
20000010,20000010,Dev,낡은 나무통,[임시]낡은 나무통,"[임시]<B>[기본 강화 효과]</>
함선 최대 생명력 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000010,FALSE,0,,,FALSE,TRUE,ShipBarrel,0,999
20000011,20000011,Dev,이즈나 왕가 상선기,[임시]이즈나 왕가 상선기,"[임시]<B>[기본 강화 효과]</>
함선 공격력 증가",ShipEquipment,0,Tier1,Common,1,0,1,1,Unbound,,1,920000011,FALSE,0,,,FALSE,TRUE,ShipFlag,0,999
41010001,41010001,Dev,원기의 비약 (귀속),원기의 비약 (귀속),"<B>[사용 효과]</>
노동력을 100 회복합니다.",Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,941010001,FALSE,0,,,FALSE,FALSE,,0,999
41010002,41010002,Dev,원기의 중형 비약 (귀속),원기의 중형 비약 (귀속),"<B>[사용 효과]</>
노동력을 1,000 회복합니다.",Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,941010002,FALSE,0,,,FALSE,FALSE,,0,999
41010003,41010003,Dev,원기의 대형 비약 (귀속),원기의 대형 비약 (귀속),"<B>[사용 효과]</>
노동력을 10,000 회복합니다.",Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,941010003,FALSE,0,,,FALSE,FALSE,,0,999
41010004,41010004,Dev,하급 체력 물약,하급 체력 물약,"<B>[사용 효과]</>
8초 동안 체력을 총 480 회복합니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,941010004,FALSE,0,,,FALSE,FALSE,,0,999
41010005,41010005,Dev,하급 마력 물약,하급 마력 물약,"<B>[사용 효과]</>
8초 동안 마력을 총 120 회복합니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,941010005,FALSE,0,,,FALSE,FALSE,,0,999
41010006,41010006,Dev,1T 하급 음식(체력),특제 수프,"<B>[사용 효과]</>
8초 동안 체력을 총 1280 회복합니다.
비전투 상태에서만 사용할 수 있습니다. ",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,941010006,FALSE,0,,,FALSE,FALSE,,0,999
41010007,41010007,Dev,1T 하급 음식(마력),샐러드,"<B>[사용 효과]</>
8초 동안 마력을 총 320 회복합니다.
비전투 상태에서만 사용할 수 있습니다. ",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,941010007,FALSE,0,,,FALSE,FALSE,,0,999
41010008,41010008,Dev,1T 하급 음료(받피감),과일차,"<B>[사용 효과]</>
20분 동안 받는 피해가 5% 감소합니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,941010008,FALSE,0,,,FALSE,FALSE,,0,999
41010009,41010009,Dev,1T 하급 음료(피증),발효주,"<B>[사용 효과]</>
20분 동안 주는 피해가 5% 증가합니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,941010009,FALSE,0,,,FALSE,FALSE,,0,999
41030003,41030003,Dev,3T 중급 음식(체력),진한 특제 수프,"<B>[사용 효과]</>
8초 동안 체력을 총 1600 회복합니다.
비전투 상태에서만 사용할 수 있습니다. ",Consume,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,741030003,FALSE,0,,,FALSE,FALSE,,0,999
41030004,41030004,Dev,3T 중급 음식(마력),신선한 샐러드,"<B>[사용 효과]</>
8초 동안 마력을 총 400 회복합니다.
비전투 상태에서만 사용할 수 있습니다. ",Consume,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,741030004,FALSE,0,,,FALSE,FALSE,,0,999
41030005,41030005,Dev,3T 중급 음료(받피감),은은한 과일차,"<B>[사용 효과]</>
20분 동안 받는 피해가 10% 감소합니다.",Consume,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,741030005,FALSE,0,,,FALSE,FALSE,,0,999
41030006,41030006,Dev,3T 중급 음료(피증),부드러운 발효주,"<B>[사용 효과]</>
20분 동안 주는 피해가 10% 증가합니다.",Consume,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,741030006,FALSE,0,,,FALSE,FALSE,,0,999
41030007,41030007,Dev,중급 체력 물약,중급 체력 물약,"<B>[사용 효과]</>
8초 동안 체력을 총 640 회복합니다.",Consume,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,741030007,FALSE,0,,,FALSE,FALSE,,0,999
41030008,41030008,Dev,중급 마력 물약,중급 마력 물약,"<B>[사용 효과]</>
8초 동안 마력을 총 160 회복합니다.",Consume,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,741030008,FALSE,0,,,FALSE,FALSE,,0,999
41050001,41050001,Dev,상급 체력 물약,상급 체력 물약,"<B>[사용 효과]</>
8초 동안 체력을 총 800 회복합니다.",Consume,0,Tier5,Rare,999,0,1,1,Unbound,,1,541050001,FALSE,0,,,FALSE,FALSE,,0,999
41050002,41050002,Dev,상급 마력 물약,상급 마력 물약,"<B>[사용 효과]</>
8초 동안 마력을 총 200 회복합니다.",Consume,0,Tier5,Rare,999,0,1,1,Unbound,,1,541050002,FALSE,0,,,FALSE,FALSE,,0,999
42010001,42010001,Dev,1T 양손검 & 판금 방어구 상자,,,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,942010001,FALSE,0,,,FALSE,FALSE,,0,999
42010002,42010002,Dev,1T 활 & 가죽 방어구 상자,,,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,942010002,FALSE,0,,,FALSE,FALSE,,0,999
42010003,42010003,Dev,1T 지팡이 & 천 방어구 상자,,,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,942010003,FALSE,0,,,FALSE,FALSE,,0,999
42010004,42010004,Dev,전투 지원 상자,,,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,942010004,FALSE,0,,,FALSE,FALSE,,0,999
42010005,42010005,Dev,제작대 상자,,,Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,942010005,FALSE,0,,,FALSE,FALSE,,0,999
42010006,42010006,Dev,1티 원재료 상자,,,Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,942010006,FALSE,0,,,FALSE,FALSE,,0,999
42010007,42010007,Dev,1티 장비 상자,,,Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,942010007,FALSE,0,,,FALSE,FALSE,,0,999
42010008,42010008,Dev,1티 무기 상자,,,Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,942010008,FALSE,0,,,FALSE,FALSE,,0,999
